fifa_player_id,fotmob_player_id,season_name,fotmob_tournament_id,appearances,goals,assists,fotmob_rating,minutes_played,chances_created,big_chances_created,dribbles,successful_dribbles_pct,duels_won,duels_won_pct,touches,touches_opp_box,defensive_contributions,tackles,fouls_committed,xg_against_on_pitch,yellow_cards,red_cards
422968,926484,2026,24254,1.0,0.0,0.0,5.98,12.0,0.0,0.0,0.0,,0.0,,3.0,1.0,0.0,0.0,0.0,,0,0
523236,1224691,2026,24254,1.0,0.0,0.0,6.07,17.0,0.0,0.0,0.0,,1.0,50.0,7.0,0.0,1.0,1.0,0.0,,0,0
347085,578761,2026,24254,1.0,0.0,0.0,5.15,90.0,0.0,0.0,0.0,,1.0,100.0,41.0,0.0,1.0,0.0,0.0,2.65,0,0
434026,1138592,2026,24254,1.0,0.0,0.0,6.41,31.0,0.0,0.0,3.0,66.7,2.0,66.7,23.0,0.0,0.0,0.0,0.0,0.7,0,0
433074,858340,2026,24254,1.0,0.0,1.0,6.9,90.0,3.0,0.0,0.0,,1.0,25.0,56.0,2.0,1.0,0.0,1.0,2.52,0,0
464457,1478238,2026,24254,1.0,0.0,0.0,6.64,73.0,1.0,0.0,4.0,50.0,3.0,50.0,32.0,2.0,2.0,1.0,0.0,1.82,0,0
395186,674332,2026,24254,1.0,1.0,0.0,6.18,90.0,1.0,0.0,0.0,,3.0,25.0,26.0,4.0,1.0,0.0,2.0,2.52,0,0
484262,1162514,2026,24254,1.0,0.0,0.0,6.37,31.0,0.0,0.0,2.0,0.0,2.0,50.0,12.0,0.0,2.0,1.0,0.0,,0,0
479072,1199113,2026,24254,1.0,0.0,0.0,6.44,90.0,1.0,0.0,2.0,50.0,11.0,84.6,62.0,1.0,9.0,6.0,0.0,2.52,0,0
484270,1642820,2026,24254,1.0,0.0,0.0,6.61,59.0,0.0,0.0,1.0,0.0,7.0,58.3,36.0,0.0,6.0,5.0,2.0,1.82,0,0
479056,1554123,2026,24254,1.0,0.0,0.0,6.16,17.0,0.0,0.0,0.0,,2.0,50.0,4.0,0.0,3.0,2.0,2.0,,0,0
402926,687008,2026,24254,1.0,0.0,0.0,6.84,45.0,0.0,0.0,0.0,,2.0,66.7,27.0,0.0,5.0,2.0,1.0,,0,0
402921,847983,2026,24254,1.0,0.0,0.0,7.71,90.0,0.0,0.0,0.0,,2.0,100.0,75.0,0.0,7.0,2.0,0.0,0.32,0,0
428882,324578,2026,24254,1.0,0.0,1.0,8.1,90.0,1.0,0.0,1.0,100.0,5.0,50.0,68.0,1.0,6.0,3.0,0.0,,0,0
416081,974753,2026,24254,1.0,0.0,0.0,6.01,35.0,0.0,0.0,0.0,,1.0,16.7,14.0,2.0,1.0,1.0,1.0,,0,0
229397,30981,2026,24254,1.0,3.0,0.0,9.66,80.0,2.0,0.0,2.0,0.0,3.0,37.5,57.0,4.0,3.0,2.0,1.0,,0,0
431196,789066,2026,24254,1.0,0.0,0.0,7.19,80.0,0.0,0.0,0.0,,4.0,57.1,75.0,0.0,5.0,2.0,2.0,0.22,0,0
430631,841672,2026,24254,1.0,0.0,1.0,7.13,35.0,1.0,0.0,1.0,0.0,1.0,50.0,19.0,0.0,2.0,0.0,0.0,,0,0
418975,955271,2026,24254,1.0,0.0,0.0,6.98,55.0,0.0,0.0,0.0,,4.0,66.7,43.0,0.0,2.0,2.0,0.0,0.12,0,0
441422,1347574,2026,24254,1.0,0.0,0.0,6.23,10.0,0.0,0.0,0.0,,2.0,50.0,8.0,0.0,2.0,2.0,1.0,,0,0
310116,174321,2026,24254,1.0,0.0,0.0,6.7,10.0,0.0,0.0,0.0,,2.0,100.0,20.0,0.0,4.0,2.0,0.0,,0,0
430628,831489,2026,24254,1.0,0.0,0.0,7.24,90.0,1.0,0.0,0.0,,2.0,25.0,74.0,2.0,4.0,1.0,2.0,0.32,0,0
402920,690230,2026,24254,1.0,0.0,0.0,6.45,55.0,0.0,0.0,2.0,0.0,1.0,16.7,21.0,1.0,1.0,1.0,2.0,0.12,0,0
308300,268375,2026,24254,1.0,0.0,0.0,7.04,90.0,0.0,0.0,0.0,,0.0,,42.0,0.0,1.0,0.0,0.0,,0,0
448252,1137705,2026,24254,1.0,0.0,0.0,7.58,90.0,1.0,0.0,2.0,0.0,5.0,45.5,80.0,1.0,7.0,4.0,1.0,0.32,0,0
418963,812652,2026,24254,1.0,0.0,0.0,7.17,90.0,0.0,0.0,0.0,,3.0,60.0,43.0,1.0,4.0,2.0,2.0,0.32,0,0
402925,726345,2026,24254,1.0,0.0,0.0,7.04,45.0,1.0,0.0,1.0,100.0,2.0,100.0,35.0,0.0,3.0,1.0,0.0,0.21,0,0
371739,450739,2026,24254,1.0,0.0,0.0,7.4,90.0,0.0,0.0,0.0,,1.0,100.0,36.0,0.0,1.0,0.0,0.0,1.18,0,0
405263,754126,2026,24254,1.0,0.0,0.0,6.81,31.0,0.0,0.0,1.0,100.0,3.0,100.0,33.0,0.0,4.0,1.0,0.0,,0,0
385531,620027,2026,24254,1.0,0.0,1.0,8.06,59.0,1.0,0.0,1.0,0.0,6.0,54.5,70.0,0.0,10.0,4.0,2.0,0.44,0,0
441067,557325,2026,24254,1.0,0.0,0.0,6.93,90.0,0.0,0.0,0.0,,6.0,46.2,78.0,6.0,8.0,1.0,3.0,0.46,0,0
441088,1024672,2026,24254,1.0,0.0,0.0,7.53,90.0,0.0,0.0,0.0,,5.0,71.4,81.0,0.0,6.0,3.0,1.0,0.46,0,0
299200,110148,2026,24254,1.0,1.0,0.0,7.6,45.0,1.0,0.0,0.0,,4.0,80.0,20.0,4.0,2.0,2.0,0.0,0.16,0,0
316002,121633,2026,24254,1.0,0.0,0.0,7.24,59.0,0.0,0.0,1.0,100.0,3.0,75.0,72.0,0.0,6.0,0.0,0.0,0.44,0,0
358241,215151,2026,24254,1.0,0.0,0.0,7.55,90.0,1.0,0.0,1.0,100.0,2.0,50.0,57.0,0.0,5.0,1.0,0.0,0.46,1,0
430100,858198,2026,24254,1.0,0.0,0.0,6.53,45.0,1.0,0.0,2.0,50.0,4.0,44.4,24.0,7.0,0.0,0.0,1.0,0.3,0,0
372243,643724,2026,24254,1.0,0.0,0.0,7.66,90.0,0.0,0.0,0.0,,3.0,100.0,98.0,0.0,9.0,1.0,0.0,0.46,0,0
463288,423812,2026,24254,1.0,0.0,0.0,6.43,59.0,1.0,0.0,0.0,,1.0,25.0,36.0,1.0,0.0,0.0,1.0,0.44,0,0
463800,1089685,2026,24254,1.0,0.0,0.0,5.91,31.0,0.0,0.0,2.0,0.0,1.0,16.7,23.0,1.0,0.0,0.0,1.0,0.02,0,0
463283,749488,2026,24254,1.0,1.0,0.0,7.63,83.0,1.0,1.0,1.0,0.0,1.0,14.3,41.0,3.0,2.0,1.0,0.0,0.44,0,0
385259,526827,2026,24254,1.0,0.0,0.0,6.74,90.0,0.0,0.0,0.0,,2.0,28.6,59.0,5.0,3.0,2.0,3.0,0.46,0,0
463286,1073498,2026,24254,1.0,0.0,0.0,,7.0,0.0,0.0,3.0,0.0,1.0,20.0,14.0,1.0,2.0,1.0,0.0,,0,0
520036,1327149,2026,24254,1.0,0.0,0.0,6.08,31.0,0.0,0.0,0.0,,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,0,0
403001,795630,2026,24254,1.0,0.0,0.0,6.8,90.0,0.0,0.0,0.0,,0.0,,37.0,0.0,0.0,0.0,0.0,0.97,0,0
395212,470834,2026,24254,1.0,0.0,0.0,6.04,18.0,0.0,0.0,1.0,100.0,1.0,33.3,19.0,2.0,0.0,0.0,1.0,,1,0
492358,1187283,2026,24254,1.0,0.0,0.0,7.25,90.0,1.0,0.0,0.0,,1.0,33.3,109.0,0.0,4.0,0.0,1.0,0.87,1,0
201200,30893,2026,24254,1.0,0.0,0.0,6.65,90.0,0.0,0.0,0.0,,2.0,66.7,25.0,5.0,0.0,0.0,0.0,0.87,0,0
395206,422685,2026,24254,1.0,0.0,0.0,7.04,90.0,1.0,0.0,0.0,,7.0,70.0,96.0,2.0,3.0,3.0,1.0,0.87,0,0
448081,940087,2026,24254,1.0,0.0,0.0,,7.0,0.0,0.0,0.0,,0.0,,3.0,0.0,0.0,0.0,0.0,,0,0
395205,488139,2026,24254,1.0,0.0,0.0,5.67,45.0,0.0,0.0,0.0,,1.0,20.0,23.0,0.0,1.0,1.0,1.0,0.55,1,0
489704,1343750,2026,24254,1.0,0.0,0.0,6.77,90.0,0.0,0.0,1.0,0.0,4.0,50.0,103.0,0.0,5.0,2.0,1.0,0.87,0,0
484141,1342757,2026,24254,1.0,1.0,0.0,8.15,90.0,1.0,0.0,0.0,,3.0,75.0,97.0,3.0,2.0,1.0,0.0,0.87,0,0
418550,848844,2026,24254,1.0,0.0,0.0,6.13,19.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,,0,0
