fantasy_player_id,round_id,tournament_id,points,starting_xi,minutes_played,goals_scored,assists,clean_sheet,goals_conceded,yellow_cards,red_cards,own_goals,penalty_won,penalty_conceded,penalty_saved,saves,tackles,chances_created,shots_on_target,free_kicks,scouting_bonus
375,2,25,2,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
378,1,2,1,0,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
378,2,25,2,0,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
379,1,2,1,0,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
379,2,25,1,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
380,1,2,4,0,90,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0
380,2,25,2,0,90,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
381,1,2,1,0,90,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
382,1,2,2,0,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
382,2,25,2,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
383,1,2,1,0,26,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
384,1,2,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
387,1,2,2,0,90,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0
387,2,25,3,0,90,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
390,2,25,3,0,78,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
391,2,25,1,0,55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
393,1,2,2,0,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
393,2,25,1,0,23,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
395,1,2,1,0,26,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
395,2,25,11,0,67,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
396,1,2,3,0,64,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
396,2,25,1,0,23,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
397,1,2,3,0,64,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
397,2,25,0,0,35,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
399,2,35,0,0,45,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
400,2,35,9,0,70,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1
403,1,11,1,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
403,2,35,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
404,1,11,2,0,90,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
407,1,11,0,0,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
412,1,11,2,0,77,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
412,2,35,4,0,90,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0
413,1,11,2,0,90,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0
413,2,35,3,0,90,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0
414,1,11,3,0,62,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
414,2,35,4,0,89,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0
415,1,11,1,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
415,2,35,1,0,45,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
416,1,11,1,0,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
417,2,35,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
423,1,11,3,0,90,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
423,2,35,8,0,90,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
428,1,11,3,0,62,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
428,2,35,3,0,83,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
429,1,11,3,0,90,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0
429,2,35,3,0,90,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0
430,1,11,2,0,90,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
430,2,35,3,0,90,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0
432,1,14,2,0,90,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0
432,2,40,2,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
433,1,14,1,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
433,2,40,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
434,1,14,3,0,88,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
434,2,40,1,0,41,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
435,1,14,10,0,71,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
435,2,40,2,0,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
437,2,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
438,1,14,1,0,88,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0
438,2,40,2,0,90,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0
439,1,14,0,0,90,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0
439,2,40,7,0,90,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
440,1,14,1,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
440,2,40,1,0,49,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
441,2,40,1,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
444,1,14,2,0,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
444,2,40,2,0,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
445,1,14,2,0,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
445,2,40,2,0,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
447,2,40,8,0,15,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
453,1,14,3,0,90,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
453,2,40,3,0,90,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0
455,1,14,4,0,90,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0
455,2,40,2,0,90,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0
456,1,14,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
457,1,22,1,0,90,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
461,1,22,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
463,1,22,1,0,90,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
466,1,22,1,0,87,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
467,1,22,1,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
468,1,22,13,0,90,2,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0
469,1,22,4,0,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
471,1,22,9,0,18,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
474,1,22,2,0,72,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
475,1,22,1,0,18,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
476,1,22,4,0,72,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0
477,1,22,2,0,90,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
486,1,22,7,0,90,0,1,0,2,0,0,0,0,0,0,0,2,1,0,0,1
488,1,22,5,0,72,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0
491,1,22,9,0,80,1,0,0,2,0,0,0,0,0,0,0,3,0,2,0,0
492,1,17,2,0,90,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
494,1,17,2,0,90,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0
500,1,17,14,0,90,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
501,1,17,3,0,80,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
505,1,17,3,0,87,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
506,1,17,2,0,90,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
510,1,17,7,0,90,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
515,1,17,3,0,90,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
516,1,17,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
517,1,17,6,0,90,0,1,0,1,0,0,0,0,0,0,0,2,2,2,0,0
520,1,9,1,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
520,2,34,1,0,45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
521,1,9,1,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
523,1,9,2,0,73,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
523,2,34,2,0,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
525,1,9,14,0,73,1,1,0,1,0,0,0,0,0,0,0,2,1,1,0,1
525,2,34,2,0,90,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0
526,1,9,11,0,90,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1
526,2,34,1,0,45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
527,1,9,1,0,7,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
528,1,9,13,0,90,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
528,2,34,2,0,85,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
529,1,9,2,0,90,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
529,2,34,2,0,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
531,1,9,14,0,26,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1
531,2,34,14,0,30,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1
540,1,9,1,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
540,2,34,1,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
542,1,9,8,0,83,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0
542,2,34,2,0,90,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0
543,1,9,5,0,90,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0
543,2,34,2,0,90,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0
565,1,23,2,0,45,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
571,1,7,1,0,90,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
571,2,31,2,0,81,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
573,1,7,3,0,90,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
573,2,31,1,0,90,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0
574,2,31,0,0,90,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0
575,1,7,2,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
575,2,31,-2,0,45,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0
576,1,7,2,0,90,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
576,2,31,0,0,90,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0
577,1,7,2,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
577,2,31,0,0,90,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0
578,1,7,2,0,90,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
578,2,31,0,0,90,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0
582,1,7,2,0,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
582,2,31,1,0,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
584,1,7,2,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
584,2,31,0,0,45,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
585,2,31,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
586,1,7,2,0,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
586,2,31,1,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
588,1,7,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
589,1,7,1,0,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
589,2,31,2,0,62,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
590,1,7,2,0,85,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
590,2,31,2,0,71,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
591,1,7,2,0,90,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
591,2,31,0,0,90,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0
597,1,16,13,0,90,1,1,0,2,0,0,0,0,0,0,0,4,1,1,0,1
597,2,38,9,0,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
598,2,38,9,0,90,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
599,1,16,1,0,90,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
599,2,38,1,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
600,1,16,1,0,90,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
600,2,38,9,0,90,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1
601,1,16,0,0,25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
601,2,38,9,0,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
603,2,38,1,0,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
606,1,16,1,0,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
606,2,38,9,0,90,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
608,1,16,1,0,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
610,1,16,2,0,80,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
610,2,38,2,0,90,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
611,2,38,1,0,45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
612,1,16,2,0,65,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
612,2,38,2,0,79,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0
614,1,16,1,0,37,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
616,1,16,1,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
616,2,38,1,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
620,1,16,3,0,90,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0
620,2,38,11,0,90,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1
625,2,38,1,0,24,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
626,1,16,2,0,90,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0
626,2,38,3,0,85,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0
627,1,16,10,0,90,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1
627,2,38,3,0,66,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
629,1,16,1,0,45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
630,1,18,2,0,59,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0
631,1,18,1,0,31,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
635,1,18,7,0,90,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1
637,1,18,-1,0,90,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0
641,1,18,1,0,73,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
642,1,18,-2,0,90,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
644,1,18,-1,0,90,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
646,1,18,7,0,90,1,0,0,4,0,0,1,0,0,0,0,0,0,1,0,1
647,1,18,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
648,1,18,2,0,73,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
649,1,18,1,0,59,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0
656,1,18,1,0,31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
657,1,18,2,0,78,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
659,1,10,2,0,90,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
659,2,36,8,0,90,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
662,1,10,1,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
662,2,36,1,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
663,1,10,1,0,75,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
665,1,10,1,0,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
665,2,36,9,0,90,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1
666,1,10,1,0,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
667,2,36,1,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
668,2,36,1,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
669,1,10,1,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
669,2,36,11,0,90,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1
670,1,10,2,0,66,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
671,1,10,10,0,90,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1
671,2,36,8,0,79,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1
672,1,10,2,0,84,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
672,2,36,18,0,84,2,1,1,0,0,0,0,0,0,0,0,0,1,3,0,1
673,1,10,4,0,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
675,2,36,1,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
676,1,10,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
677,1,10,2,0,90,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0
677,2,36,9,0,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
680,2,36,1,0,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
681,2,36,4,0,90,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0
682,1,10,11,0,90,1,0,0,2,0,0,0,0,0,0,0,3,0,1,0,1
682,2,36,11,0,73,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
684,1,10,1,0,75,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
684,2,36,9,0,74,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
687,1,20,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
688,1,20,7,0,90,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,1
689,1,20,3,0,90,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0
690,1,20,-2,0,90,0,0,0,3,0,0,1,0,0,0,0,3,0,0,0,0
691,1,20,1,0,81,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
692,1,20,0,0,90,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
698,1,20,-1,0,18,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0
699,1,20,2,0,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
701,1,20,2,0,88,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0
703,1,20,1,0,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
707,1,20,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
708,1,20,2,0,89,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0
709,1,20,0,0,90,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
713,1,2,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1,2,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
715,1,2,2,0,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
715,2,28,2,0,90,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
716,1,2,2,0,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
716,2,28,2,0,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
718,2,28,2,0,71,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
719,1,2,2,0,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
719,2,28,2,0,90,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
720,1,2,2,0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
723,1,2,2,0,69,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
723,2,28,1,0,57,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
724,1,2,1,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
724,2,28,1,0,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
725,2,28,1,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
726,1,2,8,0,21,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
726,2,28,1,0,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
727,2,28,1,0,19,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0
728,1,2,1,0,21,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
728,2,28,1,0,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
730,1,2,3,0,90,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
730,2,28,3,0,90,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
732,1,2,2,0,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
732,2,28,1,0,77,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
736,1,2,7,0,90,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1
736,2,28,1,0,90,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
737,1,2,2,0,62,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
737,2,28,2,0,57,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
738,2,28,1,0,19,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
740,1,1,9,0,90,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
740,2,28,9,0,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
741,1,1,7,0,90,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
742,1,1,9,0,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
742,2,28,9,0,90,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1
743,2,28,9,0,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
744,1,1,9,0,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
744,2,28,1,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
748,1,1,10,0,76,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1
748,2,28,2,0,80,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
750,1,1,10,0,79,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1
750,2,28,2,0,84,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
751,1,1,1,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
752,1,1,7,0,90,0,1,1,0,0,0,0,0,0,0,0,4,1,0,0,1
752,2,28,2,0,80,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
754,1,1,1,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
757,1,1,7,0,90,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
757,2,28,7,0,90,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
758,1,1,2,0,66,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
758,2,28,3,0,71,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
759,1,1,8,0,76,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1
759,2,28,3,0,90,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
762,2,28,1,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
763,1,1,3,0,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
765,1,6,1,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
765,2,30,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
773,1,6,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
792,1,6,10,0,89,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
792,2,30,11,0,84,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
795,1,10,1,0,90,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
795,2,33,8,0,90,0,2,0,1,0,0,0,0,0,0,0,3,2,0,0,0
796,1,10,8,0,90,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
796,2,33,2,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
797,1,10,0,0,90,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0
797,2,33,2,0,90,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
798,1,10,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
802,1,10,1,0,90,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0
802,2,33,2,0,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
804,1,10,2,0,85,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
804,2,33,19,0,89,2,1,0,1,0,0,0,0,0,0,0,1,1,4,0,1
805,1,10,3,0,70,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
805,2,33,1,0,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
806,2,33,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
807,1,10,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
807,2,33,15,0,72,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1
809,1,10,1,0,90,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
809,2,33,4,0,90,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0
812,1,10,10,0,81,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1
812,2,33,3,0,90,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
814,1,10,1,0,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
814,2,33,1,0,31,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
816,1,10,2,0,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
816,2,33,1,0,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
817,1,10,1,0,20,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
