fantasy_player_id,round_id,tournament_id,points,starting_xi,minutes_played,goals_scored,assists,clean_sheet,goals_conceded,yellow_cards,red_cards,own_goals,penalty_won,penalty_conceded,penalty_saved,saves,tackles,chances_created,shots_on_target,free_kicks,scouting_bonus
346,1,22,0,0,58,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
347,1,22,2,0,79,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
348,1,22,10,0,78,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,1
350,1,9,2,0,83,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
350,2,35,3,0,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
351,2,35,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
352,1,9,-4,0,90,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0
352,2,35,8,0,90,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
353,1,9,-5,0,90,0,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0
354,2,35,9,0,90,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1
356,1,9,-4,0,90,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0
356,2,35,9,0,90,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1
357,2,35,1,0,14,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
359,2,35,8,0,90,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,1
360,1,9,3,0,90,1,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0
360,2,35,8,0,84,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
363,1,9,1,0,45,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0
364,2,35,1,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365,1,9,1,0,25,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
365,2,35,1,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
366,1,9,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
366,2,35,0,0,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
367,1,9,1,0,45,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
368,1,9,-3,0,90,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0
368,2,35,14,0,90,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,1
372,1,9,3,0,90,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0
372,2,35,2,0,75,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
374,1,2,10,0,90,1,0,0,2,0,0,0,0,0,0,0,3,0,1,0,1
374,2,25,1,0,90,0,0,0,1,1,0,0,0,0,0,0,4,1,0,0,0
