fantasy_player_id,appearances,minutes_played,starting_xi,total_points,total_goals_scored,total_assists,clean_sheets,saves,tackles,chances_created,shots_on_target,scouting_bonus,yellow_cards
910,2,180,0,10,0,0,1,8,0,0,0,1,0
911,2,90,0,0,0,0,1,0,2,0,0,0,0
912,2,179,0,15,0,2,1,0,3,1,0,2,0
913,2,147,0,4,0,0,1,0,4,0,0,0,1
916,1,72,0,2,0,0,0,0,1,0,0,0,0
917,1,90,0,2,0,0,0,0,2,0,0,0,0
921,1,90,0,2,0,0,0,0,2,0,0,0,0
922,1,90,0,1,0,0,0,0,0,0,0,0,1
923,1,7,0,1,0,0,1,0,0,0,0,0,0
925,1,71,0,7,0,1,0,0,0,0,0,1,0
928,1,45,0,1,0,0,1,0,1,0,0,0,0
936,1,83,0,2,0,0,0,0,0,0,0,0,0
937,1,90,0,10,1,0,0,0,1,0,1,1,0
939,1,90,0,3,0,0,0,0,3,0,0,0,0
942,2,56,0,0,0,0,1,0,1,0,0,0,0
943,2,150,0,4,0,0,0,0,1,0,0,0,0
944,2,72,0,1,0,0,1,0,2,0,0,0,1
946,1,30,0,1,0,0,1,0,0,0,0,0,0
947,2,132,0,1,0,0,0,0,1,0,0,0,0
949,2,180,0,-1,0,0,0,0,2,0,0,0,0
951,1,3,0,1,0,0,0,0,1,0,0,0,0
952,2,180,0,-1,0,0,0,0,4,0,0,0,0
955,1,31,0,-1,0,0,0,0,3,0,0,0,0
957,2,180,0,-1,0,0,0,0,3,0,0,0,0
958,2,149,0,3,0,0,0,0,1,0,0,0,0
960,2,133,0,4,0,0,0,0,1,0,2,0,0
961,1,2,0,1,0,0,1,0,0,0,0,0,0
962,2,100,0,3,0,0,0,0,4,0,0,0,0
971,2,180,0,-1,0,0,0,9,0,0,0,0,1
972,2,108,0,4,0,0,1,0,3,0,0,0,0
978,2,135,0,7,0,1,0,0,1,0,1,1,1
980,2,135,0,3,0,0,0,0,2,0,0,0,0
983,2,179,0,1,0,0,0,0,7,0,0,0,0
984,2,150,0,9,1,0,0,0,1,0,2,1,1
987,1,9,0,1,0,0,1,0,0,0,0,0,0
991,2,91,0,0,0,0,1,0,1,0,0,0,0
992,2,149,0,4,0,0,0,0,0,0,0,0,0
993,2,46,0,2,0,0,1,0,0,0,1,0,0
994,1,1,0,1,0,0,1,0,0,0,0,0,0
1001,2,180,0,7,0,0,0,14,0,0,0,1,0
1003,2,172,0,13,1,0,1,0,0,0,1,1,0
1007,2,86,0,4,0,0,1,0,4,0,0,0,0
1008,2,26,0,1,0,0,2,0,3,0,0,0,1
1009,2,180,0,10,0,0,1,0,1,1,0,1,1
1010,1,60,0,2,0,0,0,0,3,0,0,0,0
1011,2,104,0,3,0,0,1,0,1,0,0,0,0
1012,2,180,0,11,0,0,1,0,2,0,0,1,0
1015,1,1,0,1,0,0,1,0,0,0,0,0,0
1018,2,180,0,11,0,0,1,0,2,0,0,1,0
1019,2,146,0,9,0,1,1,0,1,0,1,1,0
1022,2,34,0,2,0,0,2,0,1,0,0,0,0
1023,1,7,0,0,0,0,1,0,0,0,0,0,1
1025,2,180,0,11,0,0,1,3,1,0,0,1,0
1027,2,180,0,5,0,0,1,0,1,0,0,0,0
1028,2,180,0,7,0,0,1,0,8,0,0,0,0
1029,1,88,0,2,0,0,0,0,2,0,0,0,0
1031,1,2,0,1,0,0,0,0,0,0,0,0,0
1032,1,83,0,2,0,0,0,0,0,0,0,0,0
1034,1,90,0,0,0,0,0,0,0,0,0,0,0
1035,1,90,0,0,0,0,0,0,2,1,0,0,0
1037,1,90,0,0,0,0,0,0,4,0,0,0,0
1041,1,83,0,2,0,0,0,0,1,0,0,0,0
1042,1,7,0,4,0,1,0,0,0,0,0,0,0
1043,1,75,0,2,0,0,0,0,0,0,0,0,0
1048,1,7,0,1,0,0,0,0,0,0,0,0,0
1049,1,15,0,8,1,0,0,0,0,0,1,1,0
1051,1,90,0,1,0,0,0,5,0,0,0,0,0
1054,1,90,0,3,0,0,0,0,5,0,0,0,0
1055,1,76,0,2,0,0,0,0,0,0,0,0,0
1056,1,14,0,1,0,0,0,0,0,0,0,0,0
1057,2,106,0,3,0,0,0,0,0,0,0,0,0
1058,2,180,0,10,1,0,0,0,2,0,1,1,2
1059,1,23,0,-1,0,0,0,0,0,0,0,0,0
1060,2,124,0,3,0,0,0,0,5,0,0,0,1
1062,1,49,0,-1,0,0,0,0,0,0,0,0,0
1063,2,167,0,3,0,0,0,0,9,0,1,0,0
1065,2,180,0,3,0,0,0,0,7,0,0,0,0
1066,1,90,0,0,0,0,0,0,0,0,0,0,1
1067,2,180,0,3,0,0,0,0,4,0,1,0,0
1069,2,180,0,3,0,0,0,0,3,0,0,0,0
1071,1,56,0,1,0,0,0,0,0,0,0,0,0
1072,1,45,0,1,0,0,1,0,0,0,1,0,0
1073,2,103,0,3,0,0,1,0,3,0,0,0,0
1075,2,37,0,3,0,0,2,0,1,0,2,0,0
1076,1,84,0,7,0,1,0,0,1,0,0,1,0
1077,2,180,0,3,0,0,0,4,0,0,0,0,0
1081,1,45,0,1,0,0,1,0,0,0,0,0,0
1082,1,61,0,3,0,0,1,0,0,0,0,0,0
1085,1,90,0,7,0,0,1,0,3,0,1,0,0
1086,2,180,0,21,0,1,2,0,1,1,1,2,0
1088,2,180,0,17,0,1,2,0,1,1,2,0,0
1089,2,180,0,14,0,0,2,0,0,0,0,0,0
1092,2,64,0,8,1,0,2,0,1,0,2,0,0
1093,2,126,0,3,0,0,2,0,0,0,2,0,0
1094,2,135,0,17,2,1,2,0,2,1,4,0,0
1099,2,180,0,14,0,0,2,2,0,0,0,0,0
1102,1,90,0,9,0,0,1,0,2,0,0,1,0
1104,2,177,0,6,0,0,2,0,4,0,0,0,0
1105,2,70,0,9,0,1,2,0,1,1,0,1,0
1106,2,160,0,5,0,0,2,0,2,1,1,0,1
1109,1,34,0,1,0,0,0,0,1,0,1,0,0
1110,2,26,0,2,0,0,2,0,1,0,0,0,0
1111,1,11,0,1,0,0,0,0,0,0,0,0,0
1113,2,59,0,4,0,1,1,0,2,0,0,0,1
1114,2,169,0,18,2,0,0,0,4,0,3,1,1
1116,2,140,0,3,0,0,0,0,3,0,0,0,0
1117,1,6,0,9,1,0,1,0,0,0,1,1,0
1118,1,1,0,1,0,0,1,0,0,0,0,0,0
1119,2,154,0,-1,0,0,0,0,3,0,0,0,1
1121,2,180,0,0,0,0,0,0,1,0,0,0,0
1122,2,180,0,0,0,0,0,0,8,0,1,0,0
1124,2,180,0,17,1,2,0,0,1,2,5,0,0
1125,2,36,0,9,1,0,1,0,0,0,1,1,0
1126,2,121,0,3,0,0,0,0,0,0,0,0,0
1129,2,180,0,0,0,0,0,3,0,0,0,0,0
1133,2,44,0,16,2,0,0,0,0,1,2,1,0
1135,2,180,0,12,1,0,0,0,2,0,1,1,0
1137,2,136,0,7,0,0,2,0,4,0,1,0,0
1138,2,179,0,9,0,0,1,0,3,0,0,1,0
1139,1,1,0,1,0,0,0,0,0,0,0,0,0
1140,2,96,0,5,0,0,1,0,3,1,0,0,0
1141,2,180,0,4,0,0,0,0,4,0,1,0,0
1142,2,179,0,11,0,0,1,0,3,1,0,1,0
1143,2,180,0,3,0,0,0,0,0,0,0,0,1
1144,1,86,0,9,0,0,1,0,0,0,0,1,0
1145,1,1,0,-1,0,0,0,0,0,0,0,0,0
1148,1,4,0,1,0,0,0,0,0,0,0,0,0
1149,2,179,0,16,1,1,1,0,1,3,1,2,0
1151,2,136,0,6,0,0,2,0,1,0,4,0,0
1153,2,180,0,5,0,0,0,5,0,0,0,0,0
1156,1,19,0,3,0,0,0,0,0,0,0,0,0
1157,1,90,0,2,0,0,0,0,3,0,1,0,1
1158,2,98,0,18,1,2,1,0,2,1,3,1,0
1160,2,161,0,4,0,0,0,0,3,0,0,0,0
1161,2,84,0,2,0,0,1,0,1,0,0,0,1
1162,1,18,0,1,0,0,0,0,2,0,0,0,0
1164,2,174,0,4,0,0,0,0,2,0,0,0,0
1166,2,179,0,-3,0,0,0,0,6,0,0,0,0
1167,2,180,0,6,1,0,0,0,4,0,1,1,0
1170,2,135,0,-2,0,0,0,0,8,0,0,0,0
1174,2,52,0,2,0,0,0,0,0,0,0,0,0
1175,2,117,0,3,0,0,0,0,1,0,0,0,0
1176,2,32,0,2,0,0,0,0,0,0,0,0,0
1177,2,82,0,3,0,0,0,0,0,0,0,0,0
1184,1,90,0,-2,0,0,0,1,0,0,0,0,0
1185,1,90,0,-1,0,0,0,1,0,0,0,0,0
1188,2,141,0,6,0,0,0,0,7,0,0,0,0
1189,1,9,0,1,0,0,1,0,0,0,0,0,0
1192,2,66,0,3,0,0,1,0,1,0,0,0,0
1194,1,81,0,1,0,0,0,0,1,0,1,0,0
1195,2,160,0,3,0,0,0,0,2,1,0,0,0
1197,2,99,0,3,0,0,1,0,3,0,0,0,0
1199,1,20,0,0,0,0,1,0,0,0,0,0,1
1200,2,176,0,3,0,0,0,0,4,0,1,0,0
1201,2,180,0,3,0,0,0,0,1,1,2,0,0
1204,2,135,0,3,0,0,0,0,2,1,1,0,0
1205,2,130,0,3,0,0,0,0,1,0,1,0,0
1206,2,90,0,2,0,0,1,0,1,0,0,0,0
1209,2,88,0,2,0,0,0,0,0,0,0,0,1
1210,2,35,0,2,0,0,2,0,0,0,1,0,0
1211,2,180,0,3,0,0,0,3,0,0,0,0,0
1215,2,180,0,4,0,0,0,0,2,0,3,0,0
1216,2,180,0,5,0,0,0,0,4,1,2,0,0
1218,2,135,0,3,0,0,1,0,0,0,0,0,0
1223,2,162,0,23,2,1,0,0,1,1,3,2,0
1224,2,142,0,4,0,0,0,0,0,0,1,0,0
1225,2,38,0,2,0,0,2,0,1,0,1,0,0
1228,1,45,0,1,0,0,0,0,0,0,0,0,0
1229,2,180,0,2,0,0,0,0,2,1,0,0,1
1230,2,180,0,3,0,0,0,0,2,0,0,0,0
1231,2,180,0,3,0,0,0,0,1,0,0,0,0
1236,2,65,0,2,0,0,1,0,2,0,0,0,0
1237,2,159,0,10,0,1,0,0,0,0,3,1,0
1238,2,18,0,2,0,0,2,0,0,0,1,0,0
1239,1,1,0,1,0,0,1,0,0,0,0,0,0
1241,2,135,0,10,1,0,1,0,6,0,1,1,0
1245,2,180,0,3,0,0,0,4,0,0,0,0,0
1248,2,180,0,7,0,1,0,0,1,0,2,0,0
1250,2,61,0,2,0,0,1,0,0,0,0,0,0
1254,2,172,0,11,0,1,1,0,3,1,2,1,0
1255,2,179,0,11,0,1,1,0,3,0,0,1,0
1256,2,9,0,10,1,0,2,0,0,0,1,1,0
1258,2,170,0,10,0,0,1,0,3,0,0,1,1
1259,2,180,0,10,0,0,1,0,4,0,0,1,1
1260,1,10,0,1,0,0,1,0,0,0,0,0,0
1261,2,180,0,11,0,0,1,0,1,0,0,1,0
1263,1,10,0,1,0,0,1,0,0,0,0,0,0
1264,2,180,0,23,1,1,1,0,5,0,1,2,0
1265,1,18,0,1,0,0,0,0,0,0,0,0,0
1266,2,92,0,3,0,0,1,0,1,0,0,0,0
1267,2,161,0,19,2,1,2,0,0,0,3,1,1
1271,2,180,0,11,0,0,1,2,0,0,0,1,0
1274,1,45,0,5,0,1,1,0,1,2,0,0,0
1275,1,90,0,2,0,0,0,0,2,0,0,0,0
1282,1,90,0,2,0,0,0,0,0,0,0,0,0
1284,1,90,0,2,0,0,0,0,1,0,0,0,0
1286,1,45,0,1,0,0,0,0,2,0,0,0,0
1289,1,45,0,1,0,0,0,0,0,0,0,0,0
1292,1,77,0,10,1,0,0,0,1,0,1,1,0
1293,1,90,0,-1,0,0,0,0,2,0,0,0,1
1294,1,77,0,1,0,0,0,0,0,0,0,0,0
1295,1,45,0,1,0,0,0,0,0,0,0,0,0
1296,1,45,0,0,0,0,0,0,0,0,0,0,0
1303,1,90,0,0,0,0,0,0,2,0,0,0,0
1305,1,13,0,1,0,0,0,0,0,0,0,0,0
1306,1,89,0,7,0,1,0,0,0,0,1,1,0
1307,1,1,0,1,0,0,0,0,0,0,0,0,0
1310,1,13,0,1,0,0,0,0,0,0,0,0,0
1312,1,90,0,0,0,0,0,1,0,0,0,0,0
1318,1,90,0,9,0,0,1,0,2,0,0,1,0
1320,1,90,0,9,0,0,1,0,2,0,0,1,0
1323,1,45,0,1,0,0,1,0,2,0,0,0,0
1338,1,55,0,1,0,0,1,0,1,0,1,0,0
1342,1,1,0,9,1,0,0,0,0,0,1,1,0
1361,2,161,0,12,0,1,1,0,8,0,0,1,0
1366,2,130,0,3,0,0,1,0,0,0,2,0,0
1396,1,10,0,4,0,1,1,0,0,1,0,0,0
1405,1,12,0,1,0,0,0,0,0,0,0,0,0
1411,2,139,0,6,0,1,1,0,1,1,0,0,0
1427,2,93,0,3,0,0,1,0,1,0,1,0,0
1429,1,90,0,2,0,0,0,0,0,0,0,0,0
1430,1,90,0,2,0,0,0,0,4,1,0,0,0
1431,1,10,0,9,1,0,0,0,0,0,1,1,0
1454,1,90,0,12,0,1,1,0,1,0,0,1,0
1455,2,94,0,10,0,0,2,0,2,0,0,1,0
1458,1,75,0,7,0,1,0,0,0,0,0,1,0
1473,1,6,0,1,0,0,1,0,0,0,0,0,0
1474,2,104,0,4,0,0,2,0,3,0,0,0,0
1476,1,24,0,1,0,0,1,0,0,0,0,0,0
1477,1,24,0,1,0,0,1,0,2,0,0,0,0
1478,1,71,0,12,1,0,1,0,4,0,1,1,0
1485,1,10,0,1,0,0,1,0,0,0,0,0,0
1488,2,180,0,1,0,0,0,0,1,0,0,0,0
1489,2,143,0,2,0,0,0,0,3,0,1,0,0
1493,2,180,0,13,0,2,0,0,0,2,2,1,0
1494,2,164,0,3,0,0,0,0,1,0,2,0,1
1506,2,123,0,1,0,1,0,0,1,0,0,1,0
1507,1,50,0,-2,0,0,0,0,1,0,0,0,0
1509,2,105,0,2,0,0,0,0,3,0,0,0,1
1510,1,30,0,1,0,0,1,0,1,0,1,0,0
1518,2,180,0,0,0,0,0,0,3,0,0,0,0
1520,2,179,0,23,1,3,0,0,1,3,3,2,0
1521,2,144,0,3,0,0,0,0,4,0,0,0,0
1522,2,180,0,10,0,0,1,5,0,0,0,0,0
1524,2,36,0,2,0,0,2,0,0,0,0,0,0
1525,2,7,0,2,0,0,2,0,0,0,0,0,0
1526,2,180,0,5,0,0,1,0,4,0,0,0,0
1530,2,159,0,6,0,0,1,0,3,0,0,0,0
1531,1,32,0,9,1,0,1,0,0,0,1,1,0
1532,1,58,0,1,0,0,0,0,0,0,0,0,0
1534,2,109,0,3,0,0,1,0,1,0,1,0,0
1536,1,90,0,-1,0,0,0,0,1,0,0,0,0
1537,1,32,0,1,0,0,0,0,1,0,1,0,0
1539,1,45,0,1,0,0,1,0,2,0,1,0,0
1540,2,33,0,2,0,0,2,0,0,0,0,0,0
1543,1,81,0,1,0,0,0,0,0,0,0,0,0
1544,1,9,0,1,0,0,0,0,0,0,0,0,0
1547,1,90,0,10,1,0,0,0,0,0,2,1,0
1548,2,180,0,3,0,0,0,0,2,0,0,0,1
1549,2,174,0,15,1,1,0,0,1,1,2,1,0
1551,2,180,0,-3,0,0,0,0,2,0,0,0,0
1552,1,45,0,0,0,0,0,0,0,0,0,0,0
1553,2,162,0,-1,0,0,0,0,2,0,0,0,0
1554,2,19,0,2,0,0,1,0,1,0,1,0,0
1555,2,180,0,10,0,1,0,0,6,0,0,1,0
1556,1,5,0,1,0,0,1,0,1,0,0,0,0
1558,2,180,0,5,0,0,1,0,3,0,0,1,0
1559,2,166,0,5,0,0,1,0,3,0,0,1,0
1560,2,148,0,4,0,0,1,0,0,0,0,0,0
1563,1,90,0,-1,0,0,0,2,0,0,0,0,0
1564,1,17,0,0,0,0,0,0,2,0,0,0,0
1568,1,17,0,1,0,0,0,0,1,0,0,0,0
1569,1,90,0,2,0,0,0,1,0,0,0,0,0
1571,1,18,0,0,0,0,1,0,0,0,0,0,1
1572,1,45,0,0,0,0,0,0,1,0,0,0,1
1573,1,90,0,2,0,0,0,0,0,0,0,0,0
1574,1,19,0,1,0,0,1,0,0,0,0,0,0
1577,1,75,0,8,0,0,1,0,0,1,0,1,1
1578,2,105,0,4,0,0,2,0,1,0,0,0,0
1579,1,1,0,1,0,0,1,0,0,0,0,0,0
1580,1,83,0,2,0,0,1,0,3,0,0,0,0
1582,1,11,0,1,0,0,0,0,1,0,0,0,0
1583,1,1,0,1,0,0,0,0,0,0,0,0,0
1589,1,30,0,1,0,0,1,0,0,0,1,0,0
1592,1,2,0,1,0,0,1,0,0,0,0,0,0
1594,2,152,0,16,1,1,0,0,2,2,2,1,0
1596,2,28,0,2,0,0,2,0,0,0,0,0,0
1597,2,160,0,18,1,2,0,0,1,0,3,1,0
1598,2,180,0,4,0,0,0,2,0,0,0,0,0
1599,1,30,0,4,0,1,1,0,0,1,1,0,0
1600,2,124,0,11,1,0,0,0,5,0,1,0,0
1601,2,163,0,23,1,1,0,0,11,2,3,2,0
1602,2,150,0,5,0,0,0,0,3,0,1,0,0
1603,1,30,0,1,0,0,1,0,0,0,0,0,0
1616,2,180,0,6,0,0,1,0,6,0,0,0,0
1674,2,180,0,6,0,0,1,0,5,0,0,0,0
1676,2,16,0,2,0,0,2,0,1,0,1,0,0
1683,1,73,0,2,0,0,0,0,2,0,0,0,0
1684,1,81,0,5,0,1,0,0,2,1,0,0,0
1688,1,45,0,1,0,0,1,0,0,0,0,0,0
1696,1,90,0,2,0,0,0,0,0,0,1,0,0
1704,1,6,0,1,0,0,1,0,0,0,0,0,0
1707,2,143,0,4,0,0,0,0,0,0,0,0,0
1709,1,90,0,1,0,0,0,0,0,0,0,0,0
1947,2,54,0,2,0,0,1,0,1,0,1,0,0
1951,2,180,0,-1,0,0,0,0,2,0,0,0,0
1954,2,179,0,1,0,0,0,0,1,0,0,0,0
1955,2,180,0,3,0,0,0,0,3,0,0,0,1
1956,2,31,0,2,0,0,2,0,0,0,0,0,0
1957,2,116,0,3,0,0,0,0,3,0,0,0,0
1958,2,111,0,4,0,0,1,0,3,0,0,0,0
1963,2,180,0,10,0,0,1,0,1,2,1,1,1
1964,1,45,0,1,0,0,1,0,0,0,0,0,0
1967,2,179,0,6,0,0,1,0,4,1,0,0,0
1968,2,48,0,5,0,1,2,0,1,0,0,0,0
1970,1,29,0,4,0,1,1,0,1,0,0,0,0
1971,1,45,0,1,0,0,1,1,0,0,0,0,0
1976,1,90,0,9,0,0,1,0,3,0,1,1,0
1979,1,90,0,9,0,0,1,0,5,0,0,1,0
1980,1,90,0,9,0,0,1,0,1,0,0,1,0
1981,1,90,0,9,0,0,1,0,0,0,0,1,0
1982,1,90,0,10,1,0,1,0,1,0,1,1,1
1984,1,78,0,4,0,0,1,0,3,0,0,0,0
1985,1,12,0,1,0,0,1,0,0,0,0,0,0
1986,1,87,0,2,0,0,1,0,0,0,0,0,0
1988,1,58,0,1,0,0,1,0,0,0,0,0,0
1989,1,3,0,1,0,0,1,0,0,0,0,0,0
1990,1,32,0,1,0,0,1,0,0,0,0,0,0
1992,1,90,0,2,0,0,1,0,1,0,0,0,0
1993,1,32,0,4,0,1,1,0,0,0,0,0,0
1994,1,58,0,1,0,0,1,0,2,0,0,0,0
1997,2,48,0,2,0,0,2,0,1,1,1,0,0
1998,2,91,0,4,0,0,2,0,1,0,1,0,0
1999,1,71,0,4,0,0,1,0,3,0,0,0,0
2000,2,32,0,2,0,0,2,0,0,0,0,0,0
2002,2,180,0,9,0,0,1,0,2,0,1,1,1
2004,2,18,0,2,0,0,2,0,0,0,0,0,0
2005,1,61,0,2,0,0,0,0,0,0,0,0,0
2006,2,119,0,3,0,0,1,0,1,0,1,0,0
2007,1,16,0,1,0,0,1,0,3,0,0,0,0
2010,2,180,0,12,0,0,1,4,0,0,0,1,0
2012,2,180,0,9,0,0,1,0,5,0,0,0,0
2013,2,180,0,11,0,0,1,0,0,0,0,1,0
2014,2,170,0,11,0,0,1,0,4,0,0,1,0
2016,2,180,0,10,0,0,1,0,0,0,0,1,1
2019,2,180,0,7,0,0,1,0,9,0,0,0,0
2020,2,149,0,15,0,2,1,0,0,2,1,2,0
2021,2,154,0,5,0,0,1,0,1,1,0,0,0
2022,2,164,0,6,0,0,1,0,5,0,1,0,0
2023,2,7,0,2,0,0,2,0,1,0,0,0,0
2025,2,31,0,2,0,0,2,0,0,0,0,0,0
2029,1,27,0,1,0,0,0,0,0,0,0,0,0
2031,2,152,0,21,0,1,2,0,0,0,1,2,0
2033,2,180,0,5,0,0,1,0,6,0,0,0,1
2034,1,1,0,1,0,0,1,0,0,0,0,0,0
2038,1,31,0,1,0,0,1,0,0,0,0,0,0
2040,2,149,0,5,0,0,0,0,6,0,0,0,0
2043,2,38,0,4,0,1,1,0,0,0,0,0,1
2044,2,115,0,21,2,1,0,0,1,0,2,2,1
2049,1,81,0,2,0,0,0,0,2,0,0,0,0
2050,1,29,0,1,0,0,1,0,0,0,0,0,0
2052,2,180,0,11,0,0,1,0,8,0,0,1,0
2053,2,180,0,11,0,0,1,0,3,0,1,1,0
2064,2,180,0,3,0,0,0,0,3,0,0,0,1
2069,2,64,0,5,0,1,1,0,3,0,0,0,0
2073,1,9,0,1,0,0,1,0,0,0,0,0,0
