fifa_player_id,fifa_team_id,avg_attacking_score,avg_defensive_score,avg_creativity_score,avg_defending_the_goal_score,n_matches_ranked,player_kind
401889,43879,5.174712181091309,3.7305197715759277,7.0808868408203125,,1,outfieldPlayer
401893,43850,4.961863994598389,5.468816041946411,6.49476170539856,,2,outfieldPlayer
401894,43850,4.835856199264526,4.85307765007019,5.469403505325317,,2,outfieldPlayer
402021,43971,4.199259042739868,5.551475286483765,5.869714021682739,,2,outfieldPlayer
402047,43946,5.108843803405762,5.653534889221191,7.744904518127441,,1,outfieldPlayer
402261,43854,4.742231845855713,5.049062252044678,7.496575355529785,,1,outfieldPlayer
402772,43911,4.905847549438477,7.791734933853149,5.439484596252441,,2,outfieldPlayer
402817,43822,4.1472015380859375,5.754450798034668,5.732396125793457,,2,outfieldPlayer
402876,43930,6.70142388343811,5.4434425830841064,6.743824243545532,,2,outfieldPlayer
402884,43930,4.918735980987549,5.060404062271118,6.976648330688477,,2,outfieldPlayer
402893,43930,4.5025177001953125,6.0579893589019775,7.101795673370361,,2,outfieldPlayer
402895,43930,4.8233819007873535,5.2629289627075195,5.698641300201416,,1,outfieldPlayer
402898,43930,5.226367950439453,5.729488849639893,6.892895460128784,,2,outfieldPlayer
402920,43922,4.465317249298096,5.816742420196533,5.3558125495910645,,1,outfieldPlayer
402921,43922,4.025259017944336,5.9808735847473145,4.457102298736572,,1,outfieldPlayer
402925,43922,4.374675273895264,7.499349117279053,5.4665679931640625,,1,outfieldPlayer
402926,43922,4.240644931793213,6.97344970703125,4.8943328857421875,,1,outfieldPlayer
402974,43927,4.582730770111084,6.708719730377197,6.425693035125732,,1,outfieldPlayer
403001,43963,,,,5.520831108093262,1,goalkeeper
403049,43942,4.357608318328857,5.500284194946289,4.999134540557861,,1,outfieldPlayer
403063,20014,4.324234962463379,5.782264232635498,5.098533630371094,,1,outfieldPlayer
403083,43872,4.034067392349243,6.2029359340667725,5.0071587562561035,,2,outfieldPlayer
403236,43817,5.043319225311279,5.162587642669678,6.203272342681885,,1,outfieldPlayer
403274,43819,4.337438344955444,6.854956388473511,5.838293790817261,,2,outfieldPlayer
403289,43819,4.72408652305603,7.2909934520721436,6.164179563522339,,2,outfieldPlayer
403293,43819,5.717898845672607,5.341424465179443,6.24908447265625,,1,outfieldPlayer
403304,43819,5.442089557647705,4.897985458374023,7.308034420013428,,1,outfieldPlayer
403312,43835,6.3046839237213135,5.130149841308594,5.303009033203125,,2,outfieldPlayer
403319,43835,4.871656179428101,5.431759834289551,6.415364027023315,,2,outfieldPlayer
403335,43835,4.444720029830933,4.540774583816528,4.818085193634033,,2,outfieldPlayer
403585,43911,4.948814153671265,6.412959098815918,7.3308234214782715,,2,outfieldPlayer
403596,43911,4.268395900726318,5.09140157699585,4.636122226715088,,1,outfieldPlayer
