fantasy_player_id,fifa_player_id,fantasy_squad_id,first_name,last_name,known_name,position,price,is_active,percent_selected,rounds_selected_json,total_points,avg_points,form,last_round_points,round_points_json,qualification_round_ids_json
411,463489.0,16,Yaimar,Medina,Yaimar Medina,DEF,3.5,True,0.5,"{""1"": 0.5, ""2"": 0.4, ""3"": 0.5}",0,0.0,0.0,0,{},[]
412,373400.0,16,Enner,Valencia,Enner Valencia,FWD,5.9,True,2.3,"{""1"": 0.6, ""2"": 4, ""3"": 2.3}",6,3.0,2.0,4,"{""1"": 2, ""2"": 4}",[]
413,419020.0,16,Gonzalo,Plata,Gonzalo Plata,FWD,5.6,True,0.1,"{""1"": 0, ""2"": 0.2, ""3"": 0.1}",5,2.5,1.7,3,"{""1"": 2, ""2"": 3}",[]
414,405920.0,16,John,Yeboah,John Yeboah,MID,5.1,True,0.4,"{""1"": 0.1, ""2"": 0.7, ""3"": 0.4}",7,3.5,2.3,4,"{""1"": 3, ""2"": 4}",[]
415,448310.0,16,Kevin,Rodríguez,Kevin Rodríguez,FWD,4.9,True,0.2,"{""1"": 0.2, ""2"": 0.1, ""3"": 0.2}",2,1.0,0.7,1,"{""1"": 1, ""2"": 1}",[]
416,463468.0,16,Alan,Minda,Alan Minda,FWD,4.9,True,0.1,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.1}",1,1.0,0.3,1,"{""1"": 1}",[]
417,402985.0,16,Jordy,Caicedo,Jordy Caicedo,FWD,4.9,True,0.1,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.1}",1,1.0,0.3,1,"{""2"": 1}",[]
419,,16,John,Mercado,John Mercado,FWD,4.4,False,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",0,0.0,0.0,0,{},[]
420,448299.0,16,Anthony,Valencia,Anthony Valencia,MID,4.2,True,0.5,"{""1"": 0.6, ""2"": 0.4, ""3"": 0.5}",0,0.0,0.0,0,{},[]
421,514326.0,16,Jeremy,Arévalo,Jeremy Arévalo,FWD,4.0,True,0.2,"{""1"": 0.3, ""2"": 0.2, ""3"": 0.2}",0,0.0,0.0,0,{},[]
423,441236.0,16,Hernán,Galíndez,Hernán Galíndez,GK,4.2,True,4.9,"{""1"": 4.9, ""2"": 6.3, ""3"": 4.9}",11,5.5,3.7,8,"{""1"": 3, ""2"": 8}",[]
424,419002.0,16,Moisés,Ramírez,Moisés Ramírez,GK,3.9,True,0.1,"{""1"": 0.2, ""2"": 0.1, ""3"": 0.1}",0,0.0,0.0,0,{},[]
425,448295.0,16,Gonzalo,Valle,Gonzalo Valle,GK,3.6,True,0.1,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.1}",0,0.0,0.0,0,{},[]
427,463495.0,16,Kendry,Páez,Kendry Páez,MID,5.2,True,0.1,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.1}",0,0.0,0.0,0,{},[]
428,389784.0,16,Alan,Franco,Alan Franco,MID,5.6,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",6,3.0,2.0,3,"{""1"": 3, ""2"": 3}",[]
429,424036.0,16,Pedro,Vite,Pedro Vite,MID,5.2,True,0.1,"{""1"": 0, ""2"": 0.1, ""3"": 0.1}",6,3.0,2.0,3,"{""1"": 3, ""2"": 3}",[]
430,428885.0,16,Moisés,Caicedo,Moisés Caicedo,MID,6.8,True,1.5,"{""1"": 1.5, ""2"": 1.5, ""3"": 1.5}",5,2.5,1.7,3,"{""1"": 2, ""2"": 3}",[]
432,461788.0,17,Marwan Attia Fahim,Ghallab,Marwan Attia,MID,4.3,True,0.1,"{""1"": 0.1, ""2"": 0.2, ""3"": 0.1}",4,2.0,1.3,2,"{""1"": 2, ""2"": 2}",[]
433,433461.0,17,Ahmed Mostafa Mohamed,Sayed,Zizo,MID,4.3,True,0.3,"{""1"": 0.3, ""2"": 0.3, ""3"": 0.3}",2,1.0,0.7,1,"{""1"": 1, ""2"": 1}",[]
434,429095.0,17,Hamdi Fathy Abdelhalim,Abdel Fattah,Hamdi Fathy,MID,4.4,True,0.2,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.2}",4,2.0,1.3,1,"{""1"": 3, ""2"": 1}",[]
435,430482.0,17,Emam Ashour Metwally,Abdel Ghany,Emam Ashour,MID,4.6,True,1.4,"{""1"": 0.4, ""2"": 1.7, ""3"": 1.4}",12,6.0,4.0,2,"{""1"": 10, ""2"": 2}",[]
436,483183.0,17,Mahmoud Saber Abdelmohsen,Hassan,Mahmoud Saber,MID,4.9,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",0,0.0,0.0,0,{},[]
437,416902.0,17,Mohamed Abdelmonem El Sayed,Mohamed Ahmed,Mohamed Abdelmonem,DEF,4.0,True,0.3,"{""1"": 0.4, ""2"": 0.4, ""3"": 0.3}",1,1.0,0.3,1,"{""2"": 1}",[]
438,430477.0,17,Ahmed Mohamed Abou El Fotouh,Mohamed,Ahmed Fatouh,DEF,3.9,True,0.2,"{""1"": 0.1, ""2"": 0.2, ""3"": 0.2}",3,1.5,1.0,2,"{""1"": 1, ""2"": 2}",[]
439,408950.0,17,Mohamed Hany Gamal,El Demerdash,Mohamed Hany,DEF,3.6,True,0.5,"{""1"": 0.4, ""2"": 0.6, ""3"": 0.5}",7,3.5,2.3,7,"{""1"": 0, ""2"": 7}",[]
440,344661.0,17,Ramy Hisham Abdel Aziz Mostafa,Rabia,Ramy Rabia,DEF,3.6,True,0.1,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.1}",2,1.0,0.7,1,"{""1"": 1, ""2"": 1}",[]
441,483182.0,17,Hossam Abdelmaguid Abdelsalam,Abdelmaguid,Hossam Abdelmaguid,DEF,3.6,True,0.0,"{""1"": 0, ""2"": 0.1, ""3"": 0}",1,1.0,0.3,1,"{""2"": 1}",[]
442,506124.0,17,Tarek Alaa,El Gebaly,Tarek Alaa,DEF,3.5,True,0.1,"{""1"": 0.1, ""2"": 0, ""3"": 0.1}",0,0.0,0.0,0,{},[]
444,369267.0,17,Yasser Ahmed Ibrahim,El Hanafi,Yasser Ibrahim,DEF,3.5,True,0.5,"{""1"": 0.4, ""2"": 0.6, ""3"": 0.5}",4,2.0,1.3,2,"{""1"": 2, ""2"": 2}",[]
445,430476.0,17,Omar Khaled Mohamed Abdelsalam,Marmoush,Omar Marmoush,FWD,7.8,True,1.8,"{""1"": 1.7, ""2"": 2.2, ""3"": 1.8}",4,2.0,1.3,2,"{""1"": 2, ""2"": 2}",[]
447,363863.0,17,Mahmoud Ahmed Ibrahim,Hassan,Trezeguet,FWD,5.6,True,0.1,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.1}",8,8.0,2.7,8,"{""2"": 8}",[]
448,424106.0,17,Haissem,Hassan,Haissem Hassan,FWD,4.6,True,0.1,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.1}",0,0.0,0.0,0,{},[]
451,408948.0,17,Mohamed El Sayed Mohamed,El Shenawy Gomaa,Mohamed El Shenawy,GK,3.6,True,0.3,"{""1"": 0.3, ""2"": 0.4, ""3"": 0.3}",0,0.0,0.0,0,{},[]
452,395860.0,17,El Mahdy Mohamed Soliman,Ibrahim,El Mahdy Soliman,GK,3.6,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",0,0.0,0.0,0,{},[]
453,416906.0,17,Mostafa Ahmed Abdelaziz,Mohamed Shobeir,Mostafa Shobeir,GK,3.5,True,2.5,"{""1"": 1.7, ""2"": 3.3, ""3"": 2.5}",6,3.0,2.0,3,"{""1"": 3, ""2"": 3}",[]
454,512079.0,17,Mohamed,Alaa,Mohamed Alaa,GK,3.5,True,0.1,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.1}",0,0.0,0.0,0,{},[]
455,433469.0,17,Mohanad Mostafa,Ahmed Abdelmonem Lasheen,Mohanad Lasheen,MID,5.3,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",6,3.0,2.0,2,"{""1"": 4, ""2"": 2}",[]
456,430465.0,17,Ibrahim Adel Ali Mohamed,Hassan,Ibrahim Adel,MID,5.9,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",1,1.0,0.3,1,"{""1"": 1}",[]
457,463780.0,18,Nico,O'Reilly,Nico O'Reilly,DEF,4.7,True,11.8,"{""1"": 11.9, ""2"": 13.3, ""3"": 11.8}",1,1.0,0.3,1,"{""1"": 1}",[]
459,489731.0,18,Tino,Livramento,Tino Livramento,DEF,4.6,False,0.2,"{""1"": 0.2, ""2"": 0.2, ""3"": 0.2}",0,0.0,0.0,0,{},[]
461,405841.0,18,Marc,Guéhi,Marc Guéhi,DEF,5.1,True,6.2,"{""1"": 7.3, ""2"": 6.3, ""3"": 6.2}",1,1.0,0.3,1,"{""1"": 1}",[]
462,494345.0,18,Dan,Burn,Dan Burn,DEF,4.5,True,0.4,"{""1"": 0.4, ""2"": 0.3, ""3"": 0.4}",0,0.0,0.0,0,{},[]
463,403049.0,18,Ezri,Konsa,Ezri Konsa,DEF,4.8,True,1.0,"{""1"": 1, ""2"": 1, ""3"": 1}",1,1.0,0.3,1,"{""1"": 1}",[]
466,369434.0,18,John,Stones,John Stones,DEF,4.6,True,1.5,"{""1"": 1.3, ""2"": 1, ""3"": 1.5}",1,1.0,0.3,1,"{""1"": 1}",[]
467,506329.0,18,Djed,Spence,Djed Spence,DEF,4.5,True,0.4,"{""1"": 0.4, ""2"": 0.2, ""3"": 0.4}",1,1.0,0.3,1,"{""1"": 1}",[]
468,369419.0,18,Harry,Kane,Harry Kane,FWD,10.5,True,38.6,"{""1"": 36.3, ""2"": 38.3, ""3"": 38.6}",13,13.0,4.3,13,"{""1"": 13}",[]
469,448196.0,18,Bukayo,Saka,Bukayo Saka,MID,9.5,True,4.7,"{""1"": 4.7, ""2"": 4.5, ""3"": 4.7}",4,4.0,1.3,4,"{""1"": 4}",[]
471,401470.0,18,Marcus,Rashford,Marcus Rashford,MID,7.5,True,2.5,"{""1"": 1.9, ""2"": 1.9, ""3"": 2.5}",9,9.0,3.0,9,"{""1"": 9}",[]
474,448189.0,18,Anthony,Gordon,Anthony Gordon,MID,7.0,True,1.5,"{""1"": 1.7, ""2"": 1, ""3"": 1.5}",2,2.0,0.7,2,"{""1"": 2}",[]
475,492716.0,18,Morgan,Rogers,Morgan Rogers,MID,7.2,True,0.7,"{""1"": 0.8, ""2"": 0.7, ""3"": 0.7}",1,1.0,0.3,1,"{""1"": 1}",[]
476,489732.0,18,Noni,Madueke,Noni Madueke,FWD,6.1,True,0.4,"{""1"": 0.3, ""2"": 0.3, ""3"": 0.4}",4,4.0,1.3,4,"{""1"": 4}",[]
477,336022.0,18,Jordan,Pickford,Jordan Pickford,GK,4.8,True,14.6,"{""1"": 14.8, ""2"": 13.2, ""3"": 14.6}",2,2.0,0.7,2,"{""1"": 2}",[]
478,403046.0,18,Dean,Henderson,Dean Henderson,GK,4.2,True,0.3,"{""1"": 0.3, ""2"": 0.3, ""3"": 0.3}",0,0.0,0.0,0,{},[]
479,485080.0,18,James,Trafford,James Trafford,GK,4.0,True,0.5,"{""1"": 0.5, ""2"": 0.5, ""3"": 0.5}",0,0.0,0.0,0,{},[]
482,356189.0,18,Jordan,Henderson,Jordan Henderson,MID,5.1,True,0.2,"{""1"": 0.2, ""2"": 0.2, ""3"": 0.2}",0,0.0,0.0,0,{},[]
485,482621.0,18,Kobbie,Mainoo,Kobbie Mainoo,MID,6.1,True,0.5,"{""1"": 0.5, ""2"": 0.4, ""3"": 0.5}",0,0.0,0.0,0,{},[]
486,481610.0,18,Elliot,Anderson,Elliot Anderson,MID,6.5,True,1.1,"{""1"": 0.9, ""2"": 1, ""3"": 1.1}",7,7.0,2.3,7,"{""1"": 7}",[]
488,433097.0,18,Declan,Rice,Declan Rice,MID,7.0,True,7.6,"{""1"": 7.3, ""2"": 6.2, ""3"": 7.6}",5,5.0,1.7,5,"{""1"": 5}",[]
491,448202.0,18,Jude,Bellingham,Jude Bellingham,MID,8.3,True,11.8,"{""1"": 9.1, ""2"": 9.6, ""3"": 11.8}",9,9.0,3.0,9,"{""1"": 9}",[]
492,408042.0,19,Theo,Hernández,Theo Hernández,DEF,5.0,True,4.4,"{""1"": 3.4, ""2"": 5, ""3"": 4.4}",2,2.0,0.7,2,"{""1"": 2}",[]
493,405881.0,19,Maxence,Lacroix,Maxence Lacroix,DEF,4.5,True,0.4,"{""1"": 0.4, ""2"": 0.4, ""3"": 0.4}",0,0.0,0.0,0,{},[]
494,389876.0,19,Dayot,Upamecano,Dayot Upamecano,DEF,5.3,True,4.9,"{""1"": 4.6, ""2"": 4.9, ""3"": 4.9}",2,2.0,0.7,2,"{""1"": 2}",[]
495,419166.0,19,Ibrahima,Konaté,Ibrahima Konaté,DEF,4.9,True,1.9,"{""1"": 2, ""2"": 1.3, ""3"": 1.9}",0,0.0,0.0,0,{},[]
496,411470.0,19,Lucas,Hernández,Lucas Hernández,DEF,5.2,True,1.9,"{""1"": 2.6, ""2"": 1.7, ""3"": 1.9}",0,0.0,0.0,0,{},[]
498,368860.0,19,Lucas,Digne,Lucas Digne,DEF,5.0,True,0.9,"{""1"": 0.9, ""2"": 0.8, ""3"": 0.9}",0,0.0,0.0,0,{},[]
499,464055.0,19,Malo,Gusto,Malo Gusto,DEF,5.1,True,0.5,"{""1"": 0.5, ""2"": 0.4, ""3"": 0.5}",0,0.0,0.0,0,{},[]
500,389867.0,19,Kylian,Mbappé,Kylian Mbappé,FWD,10.5,True,55.2,"{""1"": 49.4, ""2"": 58.9, ""3"": 55.2}",14,14.0,4.7,14,"{""1"": 14}",[]
501,398680.0,19,Ousmane,Dembélé,Ousmane Dembélé,MID,10.0,True,15.3,"{""1"": 16.6, ""2"": 15.5, ""3"": 15.3}",3,3.0,1.0,3,"{""1"": 3}",[]
502,403109.0,19,Marcus,Thuram,Marcus Thuram,FWD,7.5,True,0.5,"{""1"": 0.6, ""2"": 0.5, ""3"": 0.5}",0,0.0,0.0,0,{},[]
505,464114.0,19,Désiré,Doué,Désiré Doué,MID,7.5,True,3.9,"{""1"": 3.4, ""2"": 3.4, ""3"": 3.9}",3,3.0,1.0,3,"{""1"": 3}",[]
506,448332.0,19,Mike,Maignan,Mike Maignan,GK,5.0,True,9.2,"{""1"": 9, ""2"": 9, ""3"": 9.2}",2,2.0,0.7,2,"{""1"": 2}",[]
508,483471.0,19,Brice,Samba,Brice Samba,GK,4.5,True,0.2,"{""1"": 0.2, ""2"": 0.1, ""3"": 0.2}",0,0.0,0.0,0,{},[]
509,398681.0,19,N'Golo,Kanté,N'Golo Kanté,MID,5.1,True,1.0,"{""1"": 1.1, ""2"": 0.8, ""3"": 1}",0,0.0,0.0,0,{},[]
510,402047.0,19,Adrien,Rabiot,Adrien Rabiot,MID,6.4,True,0.6,"{""1"": 0.3, ""2"": 0.5, ""3"": 0.6}",7,7.0,2.3,7,"{""1"": 7}",[]
511,483549.0,19,Warren,Zaïre-Emery,Warren Zaïre-Emery,MID,6.1,True,0.2,"{""1"": 0.3, ""2"": 0.3, ""3"": 0.2}",0,0.0,0.0,0,{},[]
512,485677.0,19,Manu,Koné,Manu Koné,MID,6.1,True,0.1,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.1}",0,0.0,0.0,0,{},[]
514,485666.0,19,Maghnes,Akliouche,Maghnes Akliouche,MID,6.4,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",0,0.0,0.0,0,{},[]
515,405893.0,19,Aurélien,Tchouaméni,Aurélien Tchouaméni,MID,6.5,True,0.9,"{""1"": 0.9, ""2"": 0.8, ""3"": 0.9}",3,3.0,1.0,3,"{""1"": 3}",[]
516,431861.0,19,Rayan,Cherki,Rayan Cherki,MID,8.0,True,5.7,"{""1"": 7.2, ""2"": 4.7, ""3"": 5.7}",1,1.0,0.3,1,"{""1"": 1}",[]
517,485655.0,19,Michael,Olise,Michael Olise,MID,9.5,True,35.9,"{""1"": 34.8, ""2"": 35.8, ""3"": 35.9}",6,6.0,2.0,6,"{""1"": 6}",[]
518,,20,Lennart,Karl,Lennart Karl,MID,4.8,False,0.2,"{""1"": 0.2, ""2"": 0.4, ""3"": 0.2}",0,0.0,0.0,0,{},[]
519,429640.0,20,Angelo,Stiller,Angelo Stiller,MID,5.8,True,0.2,"{""1"": 0.2, ""2"": 0.2, ""3"": 0.2}",0,0.0,0.0,0,{},[]
520,379955.0,20,Antonio,Rüdiger,Antonio Rüdiger,DEF,5.5,True,8.7,"{""1"": 10, ""2"": 8.1, ""3"": 8.7}",2,1.0,0.7,1,"{""1"": 1, ""2"": 1}",[]
521,430657.0,20,David,Raum,David Raum,DEF,4.9,True,1.3,"{""1"": 2, ""2"": 2.1, ""3"": 1.3}",1,1.0,0.3,1,"{""1"": 1}",[]
522,514188.0,20,Malick,Thiaw,Malick Thiaw,DEF,4.7,True,0.5,"{""1"": 0.7, ""2"": 0.6, ""3"": 0.5}",0,0.0,0.0,0,{},[]
523,401378.0,20,Jonathan,Tah,Jonathan Tah,DEF,5.3,True,3.7,"{""1"": 4.1, ""2"": 4, ""3"": 3.7}",4,2.0,1.3,2,"{""1"": 2, ""2"": 2}",[]
525,511015.0,20,Nathaniel,Brown,Nathaniel Brown,DEF,4.7,True,6.3,"{""1"": 0.7, ""2"": 5.3, ""3"": 6.3}",16,8.0,5.3,2,"{""1"": 14, ""2"": 2}",[]
526,430667.0,20,Nico,Schlotterbeck,Nico Schlotterbeck,DEF,5.3,True,6.1,"{""1"": 4, ""2"": 5.2, ""3"": 6.1}",12,6.0,4.0,1,"{""1"": 11, ""2"": 1}",[]
527,430658.0,20,Waldemar,Anton,Waldemar Anton,DEF,3.9,True,0.3,"{""1"": 0.3, ""2"": 0.2, ""3"": 0.3}",1,1.0,0.3,1,"{""1"": 1}",[]
528,411367.0,20,Kai,Havertz,Kai Havertz,FWD,7.8,True,15.3,"{""1"": 15.5, ""2"": 13.4, ""3"": 15.3}",15,7.5,5.0,2,"{""1"": 13, ""2"": 2}",[]
529,404353.0,20,Leroy,Sané,Leroy Sané,MID,7.4,True,1.6,"{""1"": 2.3, ""2"": 1.5, ""3"": 1.6}",4,2.0,1.3,2,"{""1"": 2, ""2"": 2}",[]
531,484851.0,20,Deniz,Undav,Deniz Undav,FWD,6.6,True,1.5,"{""1"": 0.8, ""2"": 0.9, ""3"": 1.5}",28,14.0,9.3,14,"{""1"": 14, ""2"": 14}",[]
532,498416.0,20,Nick,Woltemade,Nick Woltemade,FWD,7.2,True,0.7,"{""1"": 1.1, ""2"": 0.8, ""3"": 0.7}",0,0.0,0.0,0,{},[]
533,429639.0,20,Alexander,Nübel,Alexander Nübel,GK,4.7,True,0.4,"{""1"": 0.4, ""2"": 0.4, ""3"": 0.4}",0,0.0,0.0,0,{},[]
534,306538.0,20,Oliver,Baumann,Oliver Baumann,GK,4.3,True,0.3,"{""1"": 0.3, ""2"": 0.2, ""3"": 0.3}",0,0.0,0.0,0,{},[]
538,484848.0,20,Pascal,Groß,Pascal Groß,MID,5.6,True,0.1,"{""1"": 0.2, ""2"": 0.2, ""3"": 0.1}",0,0.0,0.0,0,{},[]
540,379953.0,20,Leon,Goretzka,Leon Goretzka,MID,6.1,True,0.4,"{""1"": 0.4, ""2"": 0.3, ""3"": 0.4}",2,1.0,0.7,1,"{""1"": 1, ""2"": 1}",[]
542,386413.0,20,Joshua,Kimmich,Joshua Kimmich,DEF,5.5,True,32.6,"{""1"": 34.7, ""2"": 36.2, ""3"": 32.6}",10,5.0,3.3,2,"{""1"": 8, ""2"": 2}",[]
543,430669.0,20,Florian,Wirtz,Florian Wirtz,MID,7.5,True,19.7,"{""1"": 23.7, ""2"": 25.1, ""3"": 19.7}",7,3.5,2.3,2,"{""1"": 5, ""2"": 2}",[]
565,494349.0,21,Benjamin,Asare,Benjamin Asare,GK,3.8,True,0.1,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.1}",2,2.0,0.7,2,"{""1"": 2}",[]
569,485409.0,22,Woodensky,Pierre,Woodensky Pierre,MID,4.2,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",0,0.0,0.0,0,{},[]
570,467940.0,22,Leverton,Pierre,Leverton Pierre,MID,4.2,False,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",0,0.0,0.0,0,{},[]
571,430697.0,22,Jean-Ricner,Bellegarde,Jean-Ricner Bellegarde,MID,4.7,True,0.1,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.1}",3,1.5,1.0,2,"{""1"": 1, ""2"": 2}",[]
572,424556.0,22,Carl,Sainté,Carl Sainté,MID,4.7,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",0,0.0,0.0,0,{},[]
573,466838.0,22,Danley,Jean Jacques,Danley Jean Jacques,MID,4.7,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",4,2.0,1.3,1,"{""1"": 3, ""2"": 1}",[]
574,431781.0,22,Jean-Kévin,Duverne,Jean-Kévin Duverne,DEF,3.8,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",0,0.0,0.0,0,"{""2"": 0}",[]
575,397775.0,22,Carlens,Arcus,Carlens Arcus,DEF,3.8,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",0,0.0,0.0,-2,"{""1"": 2, ""2"": -2}",[]
576,448363.0,22,Hannes,Delcroix,Hannes Delcroix,DEF,3.7,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",2,1.0,0.7,0,"{""1"": 2, ""2"": 0}",[]
577,275917.0,22,Ricardo,Adé,Ricardo Adé,DEF,3.5,True,0.1,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.1}",2,1.0,0.7,0,"{""1"": 2, ""2"": 0}",[]
578,489300.0,22,Martin,Expérience,Martin Expérience,DEF,3.5,True,0.1,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.1}",2,1.0,0.7,0,"{""1"": 2, ""2"": 0}",[]
580,498439.0,22,Wilguens,Paugain,Wilguens Paugain,DEF,3.5,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",0,0.0,0.0,0,{},[]
581,163067.0,22,Duke,Lacroix,Duke Lacroix,DEF,3.5,True,0.3,"{""1"": 0.3, ""2"": 0.3, ""3"": 0.3}",0,0.0,0.0,0,{},[]
582,405879.0,22,Wilson,Isidor,Wilson Isidor,FWD,5.0,True,1.0,"{""1"": 1, ""2"": 1, ""3"": 1}",3,1.5,1.0,1,"{""1"": 2, ""2"": 1}",[]
583,394993.0,22,Duckens,Nazon,Duckens Nazon,FWD,6.0,True,0.1,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.1}",0,0.0,0.0,0,{},[]
584,431693.0,22,Frantzdy,Pierrot,Frantzdy Pierrot,FWD,4.7,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",2,1.0,0.7,0,"{""1"": 2, ""2"": 0}",[]
585,466865.0,22,Derrick,Etienne,Derrick Etienne,FWD,4.4,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",1,1.0,0.3,1,"{""2"": 1}",[]
586,481027.0,22,Louicius,Deedson,Louicius Deedson,FWD,4.2,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",3,1.5,1.0,1,"{""1"": 2, ""2"": 1}",[]
588,506483.0,22,Yassin,Fortuné,Yassin Fortuné,FWD,4.2,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",1,1.0,0.3,1,"{""1"": 1}",[]
589,510757.0,22,Josué,Casimir,Josué Casimir,FWD,4.2,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",3,1.5,1.0,2,"{""1"": 1, ""2"": 2}",[]
590,485664.0,22,Ruben,Providence,Ruben Providence,FWD,4.0,True,0.1,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.1}",4,2.0,1.3,2,"{""1"": 2, ""2"": 2}",[]
591,295922.0,22,Johny,Placide,Johny Placide,GK,3.9,True,0.1,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.1}",2,1.0,0.7,0,"{""1"": 2, ""2"": 0}",[]
592,466835.0,22,Alexandre,Pierre,Alexandre Pierre,GK,3.6,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",0,0.0,0.0,0,{},[]
593,466853.0,22,Josué,Duverger,Josué Duverger,GK,3.5,True,0.1,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.1}",0,0.0,0.0,0,{},[]
594,475921.0,23,Amir Mohammad,Razzaghinia,Amir Mohammad Razzaghinia,MID,4.2,True,0.1,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.1}",0,0.0,0.0,0,{},[]
595,,23,Hadi,Habibinejad,Hadi Habibinejad,MID,4.7,False,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",0,0.0,0.0,0,{},[]
596,482670.0,23,Mohammad,Ghorbani,Mohammad Ghorbani,MID,5.1,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",0,0.0,0.0,0,{},[]
597,384797.0,23,Ramin,Rezaeian,Ramin Rezaeian,DEF,4.0,True,0.9,"{""1"": 0.3, ""2"": 0.6, ""3"": 0.9}",22,11.0,7.3,9,"{""1"": 13, ""2"": 9}",[]
598,390534.0,23,Hossein,Kanani,Hossein Kanani,DEF,3.9,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",9,9.0,3.0,9,"{""2"": 9}",[]
599,390537.0,23,Milad,Mohammadi,Milad Mohammadi,DEF,3.8,True,0.0,"{""1"": 0.1, ""2"": 0, ""3"": 0}",2,1.0,0.7,1,"{""1"": 1, ""2"": 1}",[]
600,346743.0,23,Shoja,Khalilzadeh,Shoja Khalilzadeh,DEF,3.8,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",10,5.0,3.3,9,"{""1"": 1, ""2"": 9}",[]
601,288961.0,23,Ehsan,Hajisafi,Ehsan Hajisafi,DEF,3.7,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",9,4.5,3.0,9,"{""1"": 0, ""2"": 9}",[]
603,448505.0,23,Saleh,Hardani,Saleh Hardani,DEF,3.7,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",1,1.0,0.3,1,"{""2"": 1}",[]
606,489603.0,23,Ali,Nemati,Ali Nemati,DEF,3.5,True,0.1,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.1}",10,5.0,3.3,9,"{""1"": 1, ""2"": 9}",[]
608,481181.0,23,Aria,Yousefi,Aria Yousefi,DEF,3.5,True,0.1,"{""1"": 0.1, ""2"": 0.1, ""3"": 0.1}",1,1.0,0.3,1,"{""1"": 1}",[]
609,494429.0,23,Danial,Eiri,Danial Eiri,DEF,3.5,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",0,0.0,0.0,0,{},[]
610,388475.0,23,Mehdi,Taremi,Mehdi Taremi,FWD,6.1,True,0.4,"{""1"": 0.6, ""2"": 0.3, ""3"": 0.4}",4,2.0,1.3,2,"{""1"": 2, ""2"": 2}",[]
611,379886.0,23,Alireza,Jahanbakhsh,Alireza Jahanbakhsh,FWD,5.3,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",1,1.0,0.3,1,"{""2"": 1}",[]
612,411644.0,23,Saman,Ghoddos,Saman Ghoddos,FWD,4.9,True,0.1,"{""1"": 0.1, ""2"": 0, ""3"": 0.1}",4,2.0,1.3,2,"{""1"": 2, ""2"": 2}",[]
614,416989.0,23,Ali,Alipour,Ali Alipour,FWD,4.6,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",1,1.0,0.3,1,"{""1"": 1}",[]
615,519837.0,23,Dennis,Dargahi,Dennis Dargahi,FWD,4.6,True,0.0,"{""1"": 0, ""2"": 0, ""3"": 0}",0,0.0,0.0,0,{},[]
