nation_id,fifa_team_id,fifa_player_id,name,short_name,jersey_num,birth_date,position,real_position,real_position_side,position_code,real_position_code,preferred_foot,height_cm,weight_kg,fifa_id_country,picture_id,picture_url,active_status,fifa_match_appearances,fifa_goals,fifa_yellow_cards,fifa_red_cards
AUS,43976,355775,Jackson IRVINE,IRVINE,22,1993-03-07T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,189.0,79.0,AUS,7726492B-0996-47A2-AAFDBD362844D9DF,https://digitalhub.fifa.com/transform/7726492b-0996-47a2-aafd-bd362844d9df/IRVINE-Jackson_355775,1,,,,
AUS,43976,491166,Nishan VELUPILLAY,VELUPILLAY,23,2001-05-07T00:00:00Z,Forward,Forward,Unknown,3,3,,181.0,77.0,AUS,27F30C93-F04B-4195-B1054504C81ABF6E,https://digitalhub.fifa.com/transform/27f30c93-f04b-4195-b105-4504c81abf6e/VELUPILLAY-Nishan_491166,1,,,,
AUS,43976,498421,Paul OKON-ENGSTLER,OKON-ENGSTLER,24,2005-01-24T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,185.0,82.0,AUS,C010F6A9-53AF-4D79-B16DF25B96670225,https://digitalhub.fifa.com/transform/c010f6a9-53af-4d79-b16d-f25b96670225/OKON-ENGSTLER-Paul_498421,1,,,,
AUS,43976,504931,Lucas HERRINGTON,HERRINGTON,25,2007-09-05T00:00:00Z,Defender,Defender,Unknown,1,1,,193.0,82.0,AUS,B0E45418-FF7E-4FDF-A7AC8E7BF2D63624,https://digitalhub.fifa.com/transform/b0e45418-ff7e-4fdf-a7ac-8e7bf2d63624/HERRINGTON-Lucas_504931,1,,,,
AUS,43976,518200,Tete YENGI,YENGI,26,2000-11-28T00:00:00Z,Forward,Forward,Unknown,3,3,,197.0,87.0,AUS,E581F23A-032D-448C-B389D49738C8E9C1,https://digitalhub.fifa.com/transform/e581f23a-032d-448c-b389-d49738c8e9c1/YENGI-Tete_518200,1,,,,
GER,43948,228912,Manuel NEUER,NEUER,1,1986-03-27T00:00:00Z,Goalkeeper,Goalkeeper,Unknown,0,0,,193.0,92.0,GER,E3701D06-66B5-4728-8BADFEA05319B6B8,https://digitalhub.fifa.com/transform/e3701d06-66b5-4728-8bad-fea05319b6b8/NEUER-Manuel_228912,1,,,,
GER,43948,379955,Antonio RUEDIGER,RÜDIGER,2,1993-03-03T00:00:00Z,Defender,Defender,Unknown,1,1,,190.0,86.0,GER,88C43FE2-0C78-437C-A2BF388C3673C58C,https://digitalhub.fifa.com/transform/88c43fe2-0c78-437c-a2bf-388c3673c58c/RUEDIGER-Antonio_379955,1,,,,
GER,43948,430658,Waldemar ANTON,ANTON,3,1996-07-20T00:00:00Z,Defender,Defender,Unknown,1,1,,189.0,82.0,GER,2BDD66D9-F9DC-44AB-8C6EEDEDDB004F77,https://digitalhub.fifa.com/transform/2bdd66d9-f9dc-44ab-8c6e-ededdb004f77/ANTON-Waldemar_430658,1,,,,
GER,43948,401378,Jonathan TAH,TAH,4,1996-02-11T00:00:00Z,Defender,Defender,Unknown,1,1,,195.0,94.0,GER,34F74CA0-1102-446C-B09802DECDF58B8D,https://digitalhub.fifa.com/transform/34f74ca0-1102-446c-b098-02decdf58b8d/TAH-Jonathan_401378,1,,,,
GER,43948,484849,Aleksandar PAVLOVIC,PAVLOVIĆ,5,2004-05-03T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,188.0,80.0,GER,7CFB5F20-6F8A-4329-97A2BE3CB66FEA0F,https://digitalhub.fifa.com/transform/7cfb5f20-6f8a-4329-97a2-be3cb66fea0f/PAVLOVIC-Aleksandar_484849,1,,,,
GER,43948,386413,Joshua KIMMICH,KIMMICH,6,1995-02-08T00:00:00Z,Defender,Defender,Unknown,1,1,,177.0,74.0,GER,ADA33DFD-5B01-4792-88F414C06641509E,https://digitalhub.fifa.com/transform/ada33dfd-5b01-4792-88f4-14c06641509e/KIMMICH-Joshua_386413,1,,,,
GER,43948,411367,Kai HAVERTZ,HAVERTZ,7,1999-06-11T00:00:00Z,Forward,Forward,Unknown,3,3,,190.0,83.0,GER,1FDD4D11-97D1-4392-B3455A5EECC54839,https://digitalhub.fifa.com/transform/1fdd4d11-97d1-4392-b345-5a5eecc54839/HAVERTZ-Kai_411367,1,,,,
GER,43948,379953,Leon GORETZKA,GORETZKA,8,1995-02-06T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,189.0,82.0,GER,A5E5E083-D89C-4BE7-A3678456E0F8CB35,https://digitalhub.fifa.com/transform/a5e5e083-d89c-4be7-a367-8456e0f8cb35/GORETZKA-Leon_379953,1,,,,
GER,43948,491218,Jamie LEWELING,LEWELING,9,2001-02-26T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,185.0,84.0,GER,A53F7AA4-EABA-4BB1-9654E563ADB10D2E,https://digitalhub.fifa.com/transform/a53f7aa4-eaba-4bb1-9654-e563adb10d2e/LEWELING-Jamie_491218,1,,,,
GER,43948,429642,Jamal MUSIALA,MUSIALA,10,2003-02-26T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,180.0,69.0,GER,05F50027-268F-43FF-BA751B477B37CA60,https://digitalhub.fifa.com/transform/05f50027-268f-43ff-ba75-1b477b37ca60/MUSIALA-Jamal_429642,1,,,,
GER,43948,498416,Nick WOLTEMADE,WOLTEMADE,11,2002-02-14T00:00:00Z,Forward,Forward,Unknown,3,3,,198.0,84.0,GER,E93D4EE5-827D-47BC-B3D53F1C38E7293E,https://digitalhub.fifa.com/transform/e93d4ee5-827d-47bc-b3d5-3f1c38e7293e/WOLTEMADE-Nick_498416,1,,,,
GER,43948,306538,Oliver Baumann,BAUMANN,12,1990-06-02T00:00:00Z,Goalkeeper,Goalkeeper,Unknown,0,0,,187.0,80.0,GER,9DA65F41-EA53-4209-B2F6C59E69DBC193,https://digitalhub.fifa.com/transform/9da65f41-ea53-4209-b2f6-c59e69dbc193/BAUMANN-Oliver_306538,1,,,,
GER,43948,484848,Pascal GROSS,GROß,13,1991-06-15T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,181.0,77.0,GER,C7EAA0CD-48E1-4349-A6D9DD00553B7913,https://digitalhub.fifa.com/transform/c7eaa0cd-48e1-4349-a6d9-dd00553b7913/GROSS-Pascal_484848,1,,,,
GER,43948,484850,Maximilian BEIER,BEIER,14,2002-10-17T00:00:00Z,Forward,Forward,Unknown,3,3,,185.0,73.0,GER,34E90391-C4B4-4A96-9B5771C45BB584C2,https://digitalhub.fifa.com/transform/34e90391-c4b4-4a96-9b57-71c45bb584c2/BEIER-Maximilian_484850,1,,,,
GER,43948,430667,Nico SCHLOTTERBECK,SCHLOTTERBECK,15,1999-12-01T00:00:00Z,Defender,Defender,Unknown,1,1,,191.0,86.0,GER,3ECE206C-50AE-4B63-AC21A174F2FBB35A,https://digitalhub.fifa.com/transform/3ece206c-50ae-4b63-ac21-a174f2fbb35a/SCHLOTTERBECK-Nico_430667,1,,,,
GER,43948,429640,Angelo Stiller,STILLER,16,2001-04-04T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,183.0,83.0,GER,69C7B030-2CE8-479C-9CD4A7D62E48D9A4,https://digitalhub.fifa.com/transform/69c7b030-2ce8-479c-9cd4-a7d62e48d9a4/STILLER-Angelo_429640,1,,,,
GER,43948,430669,Florian WIRTZ,WIRTZ,17,2003-05-03T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,176.0,73.0,GER,3A120189-62CC-441F-B8627FDD2A9ABFA4,https://digitalhub.fifa.com/transform/3a120189-62cc-441f-b862-7fdd2a9abfa4/WIRTZ-Florian_430669,1,,,,
GER,43948,511015,Nathaniel BROWN,BROWN,18,2003-06-16T00:00:00Z,Defender,Defender,Unknown,1,1,,176.0,67.0,GER,68E13808-182E-46B6-A6ECA54136A57C1B,https://digitalhub.fifa.com/transform/68e13808-182e-46b6-a6ec-a54136a57c1b/BROWN-Nathaniel_511015,1,,,,
GER,43948,404353,Leroy SANE,SANÉ,19,1996-01-11T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,183.0,77.0,GER,097A6749-47B0-4285-A1F98AA0AC0E2C12,https://digitalhub.fifa.com/transform/097a6749-47b0-4285-a1f9-8aa0ac0e2c12/SANE-Leroy_404353,1,,,,
GER,43948,395471,Nadiem Amiri,AMIRI,20,1996-10-27T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,178.0,75.0,GER,3C1DCEFE-5F38-479A-AC6A091A86CB7663,https://digitalhub.fifa.com/transform/3c1dcefe-5f38-479a-ac6a-091a86cb7663/AMIRI-Nadiem_395471,1,,,,
GER,43948,429639,Alexander NUEBEL,NÜBEL,21,1996-09-30T00:00:00Z,Goalkeeper,Goalkeeper,Unknown,0,0,,193.0,88.0,GER,9D30BB13-C082-4759-90E7E0BDE4305D1F,https://digitalhub.fifa.com/transform/9d30bb13-c082-4759-90e7-e0bde4305d1f/NUEBEL-Alexander_429639,1,,,,
GER,43948,430657,David RAUM,RAUM,22,1998-04-22T00:00:00Z,Defender,Defender,Unknown,1,1,,180.0,75.0,GER,CE3509C6-13AD-441A-8D059D42F8A4578C,https://digitalhub.fifa.com/transform/ce3509c6-13ad-441a-8d05-9d42f8a4578c/RAUM-David_430657,1,,,,
GER,43948,492363,Felix NMECHA,NMECHA,23,2000-10-10T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,190.0,89.0,GER,9895941B-9BE6-4900-A336493F1237B0E6,https://digitalhub.fifa.com/transform/9895941b-9be6-4900-a336-493f1237b0e6/NMECHA-Felix_492363,1,,,,
GER,43948,514188,Malick THIAW,THIAW,24,2001-08-08T00:00:00Z,Defender,Defender,Unknown,1,1,,194.0,86.0,GER,EAA37355-0ECA-4954-845C437AA602DB42,https://digitalhub.fifa.com/transform/eaa37355-0eca-4954-845c-437aa602db42/THIAW-Malick_514188,1,,,,
GER,43948,475195,Assan OUEDRAOGO,OUÉDRAOGO,25,2006-05-09T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,191.0,86.0,GER,3BDD0FEB-2965-4DFF-9AA122B6D769E90D,https://digitalhub.fifa.com/transform/3bdd0feb-2965-4dff-9aa1-22b6d769e90d/OUEDRAOGO-Assan_475195,1,,,,
GER,43948,484851,Deniz UNDAV,UNDAV,26,1996-07-19T00:00:00Z,Forward,Forward,Unknown,3,3,,179.0,84.0,GER,3EC30E08-A7EB-4781-AEA80E9FF86EBEF1,https://digitalhub.fifa.com/transform/3ec30e08-a7eb-4781-aea8-0e9ff86ebef1/UNDAV-Deniz_484851,1,,,,
NED,43960,424081,Bart Verbruggen,VERBRUGGEN,1,2002-08-18T00:00:00Z,Goalkeeper,Goalkeeper,Unknown,0,0,,193.0,89.0,NED,44BFD693-27D5-4D36-823E5FF0E6CD2524,https://digitalhub.fifa.com/transform/44bfd693-27d5-4d36-823e-5ff0e6cd2524/VERBRUGGEN-Bart_424081,1,,,,
NED,43960,483553,Lutsharel GEERTRUIDA,GEERTRUIDA,2,2000-07-18T00:00:00Z,Defender,Defender,Unknown,1,1,,185.0,82.0,NED,1248C411-1F1F-436D-97313B1C3B6DB0E6,https://digitalhub.fifa.com/transform/1248c411-1f1f-436d-9731-3b1c3b6db0e6/GEERTRUIDA-Lutsharel_483553,1,,,,
NED,43960,402044,Marten DE ROON,DE ROON,3,1991-03-29T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,186.0,76.0,NED,BF755EC0-ABE7-4790-AD87A2DC6D709654,https://digitalhub.fifa.com/transform/bf755ec0-abe7-4790-ad87-a2dc6d709654/DE-ROON-Marten_402044,1,,,,
NED,43960,397786,Virgil VAN DIJK,VIRGIL,4,1991-07-08T00:00:00Z,Defender,Defender,Unknown,1,1,,195.0,92.0,NED,DF0E21EB-C210-4EA6-AB2C0AC13635A9F8,https://digitalhub.fifa.com/transform/df0e21eb-c210-4ea6-ab2c-0ac13635a9f8/VAN-DIJK-Virgil_397786,1,,,,
NED,43960,336088,Nathan AKE,AKÉ,5,1995-02-18T00:00:00Z,Defender,Defender,Unknown,1,1,,180.0,84.0,NED,E44B0C79-CB0B-4CE8-BACE7530A516371F,https://digitalhub.fifa.com/transform/e44b0c79-cb0b-4ce8-bace-7530a516371f/AKE-Nathan_336088,1,,,,
NED,43960,489517,Jan Paul VAN HECKE,VAN HECKE,6,2000-06-08T00:00:00Z,Defender,Defender,Unknown,1,1,,189.0,79.0,NED,EB113FDD-D066-44A9-A0DC7BF075FDC57F,https://digitalhub.fifa.com/transform/eb113fdd-d066-44a9-a0dc-7bf075fdc57f/VAN-HECKE-Jan-Paul_489517,1,,,,
NED,43960,478364,Justin KLUIVERT,KLUIVERT,7,1999-05-05T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,173.0,66.0,NED,A80059A3-3430-4E4A-B6C6FECC2EDF4627,https://digitalhub.fifa.com/transform/a80059a3-3430-4e4a-b6c6-fecc2edf4627/KLUIVERT-Justin_478364,1,,,,
NED,43960,430176,Ryan GRAVENBERCH,GRAVENBERCH,8,2002-05-16T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,190.0,83.0,NED,AD5FE14F-B29C-4C20-8477B00BF14C413F,https://digitalhub.fifa.com/transform/ad5fe14f-b29c-4c20-8477-b00bf14c413f/GRAVENBERCH-Ryan_430176,1,,,,
NED,43960,448159,Wout WEGHORST,WEGHORST,9,1992-08-07T00:00:00Z,Forward,Forward,Unknown,3,3,,197.0,90.0,NED,3B0DE826-85E3-4404-9DBC6E6AC7675AE3,https://digitalhub.fifa.com/transform/3b0de826-85e3-4404-9dbc-6e6ac7675ae3/WEGHORST-Wout_448159,1,,,,
NED,43960,336098,Memphis DEPAY,MEMPHIS,10,1994-02-13T00:00:00Z,Forward,Forward,Unknown,3,3,,178.0,78.0,NED,6FE9F49E-5F45-4A44-9807579BE23FC0DB,https://digitalhub.fifa.com/transform/6fe9f49e-5f45-4a44-9807-579be23fc0db/DEPAY-Memphis_336098,1,,,,
NED,43960,448152,Cody GAKPO,GAKPO,11,1999-05-07T00:00:00Z,Forward,Forward,Unknown,3,3,,193.0,78.0,NED,BBB5637F-0587-4DDD-8A82604C0D921BB3,https://digitalhub.fifa.com/transform/bbb5637f-0587-4ddd-8a82-604c0d921bb3/GAKPO-Cody_448152,1,,,,
NED,43960,483481,Mats WIEFFER,WIEFFER,12,1999-11-16T00:00:00Z,Defender,Defender,Unknown,1,1,,189.0,78.0,NED,DF746A89-9B34-41D7-8D4539DC4F010E12,https://digitalhub.fifa.com/transform/df746a89-9b34-41d7-8d45-39dc4f010e12/WIEFFER-Mats_483481,1,,,,
NED,43960,506028,Robin ROEFS,ROEFS,13,2003-01-17T00:00:00Z,Goalkeeper,Goalkeeper,Unknown,0,0,,193.0,72.0,NED,557E5592-2BF9-4D43-8D51EE7E2881CB65,https://digitalhub.fifa.com/transform/557e5592-2bf9-4d43-8d51-ee7e2881cb65/ROEFS-Robin_506028,1,,,,
NED,43960,483526,Tijjani REIJNDERS,REIJNDERS,14,1998-07-29T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,178.0,80.0,NED,3F7090EE-2E95-4B6C-A098729B07484FB2,https://digitalhub.fifa.com/transform/3f7090ee-2e95-4b6c-a098-729b07484fb2/REIJNDERS-Tijjani_483526,1,,,,
NED,43960,448140,Micky VAN DE VEN,VAN DE VEN,15,2001-04-19T00:00:00Z,Defender,Defender,Unknown,1,1,,193.0,81.0,NED,F9F50877-4CD1-4AB9-83D82908AD6FBC70,https://digitalhub.fifa.com/transform/f9f50877-4cd1-4ab9-83d8-2908ad6fbc70/VAN-DE-VEN-Micky_448140,1,,,,
NED,43960,448157,Guus TIL,TIL,16,1997-12-22T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,188.0,78.0,NED,79D54014-E674-49C2-8B0194958F41743A,https://digitalhub.fifa.com/transform/79d54014-e674-49c2-8b01-94958f41743a/TIL-Guus_448157,1,,,,
NED,43960,448153,Noa LANG,LANG,17,1999-06-17T00:00:00Z,Forward,Forward,Unknown,3,3,,176.0,70.0,NED,683CEF55-109A-4BC3-A41A8BB4D64D556F,https://digitalhub.fifa.com/transform/683cef55-109a-4bc3-a41a-8bb4d64d556f/LANG-Noa_448153,1,,,,
NED,43960,433066,Donyell Malen,MALEN,18,1999-01-19T00:00:00Z,Forward,Forward,Unknown,3,3,,178.0,68.0,NED,15EBB030-92EA-4165-AA635136719B5C7F,https://digitalhub.fifa.com/transform/15ebb030-92ea-4165-aa63-5136719b5c7f/MALEN-Donyell_433066,1,,,,
NED,43960,424051,Brian BROBBEY,BROBBEY,19,2002-02-01T00:00:00Z,Forward,Forward,Unknown,3,3,,181.0,80.0,NED,15246275-FF97-404C-BAC3CE793D98C744,https://digitalhub.fifa.com/transform/15246275-ff97-404c-bac3-ce793d98c744/BROBBEY-Brian_424051,1,,,,
NED,43960,448149,Teun KOOPMEINERS,KOOPMEINERS,20,1998-02-28T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,185.0,84.0,NED,DD457729-E889-46E1-9845F6E1B194893E,https://digitalhub.fifa.com/transform/dd457729-e889-46e1-9845-f6e1b194893e/KOOPMEINERS-Teun_448149,1,,,,
NED,43960,422657,Frenkie DE JONG,F. DE JONG,21,1997-05-12T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,181.0,74.0,NED,FE8176F7-BF45-49FC-BD5E0BFD0C834992,https://digitalhub.fifa.com/transform/fe8176f7-bf45-49fc-bd5e-0bfd0c834992/DE-JONG-Frenkie_422657,1,,,,
NED,43960,436612,Denzel DUMFRIES,DUMFRIES,22,1996-04-18T00:00:00Z,Defender,Defender,Unknown,1,1,,188.0,80.0,NED,F2A2746B-7691-40C4-A05260DB3219A856,https://digitalhub.fifa.com/transform/f2a2746b-7691-40c4-a052-60db3219a856/DUMFRIES-Denzel_436612,1,,,,
NED,43960,448151,Mark FLEKKEN,FLEKKEN,23,1993-06-13T00:00:00Z,Goalkeeper,Goalkeeper,Unknown,0,0,,195.0,87.0,NED,C3D85E26-25EC-46DF-957C9E5FEEE3FAF3,https://digitalhub.fifa.com/transform/c3d85e26-25ec-46df-957c-9e5feee3faf3/FLEKKEN-Mark_448151,1,,,,
NED,43960,489518,Crysencio SUMMERVILLE,SUMMERVILLE,24,2001-10-30T00:00:00Z,Forward,Forward,Unknown,3,3,,172.0,63.0,NED,86E9F724-FC5F-4969-92E3AC658DAFACDD,https://digitalhub.fifa.com/transform/86e9f724-fc5f-4969-92e3-ac658dafacdd/SUMMERVILLE-Crysencio_489518,1,,,,
NED,43960,483512,Jorrel HATO,HATO,25,2006-03-07T00:00:00Z,Defender,Defender,Unknown,1,1,,182.0,77.0,NED,16B4BF89-FC63-492A-AFD16F400E8EED92,https://digitalhub.fifa.com/transform/16b4bf89-fc63-492a-afd1-6f400e8eed92/HATO-Jorrel_483512,1,,,,
NED,43960,484859,Quinten TIMBER,Q. TIMBER,26,2001-06-17T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,176.0,71.0,NED,AC98DA17-3346-4D88-B52F4CE34C82F587,https://digitalhub.fifa.com/transform/ac98da17-3346-4d88-b52f-4ce34c82f587/TIMBER-Quinten_484859,1,,,,
CIV,43854,405873,Yahia Fofana,Y. FOFANA,1,2000-08-21T00:00:00Z,Goalkeeper,Goalkeeper,Unknown,0,0,,194.0,89.0,CIV,C5BC8A38-479F-4C33-B8F69AB95BB45B57,https://digitalhub.fifa.com/transform/c5bc8a38-479f-4c33-b8f6-9ab95bb45b57/FOFANA-Yahia_405873,1,,,,
CIV,43854,477802,Ousmane DIOMANDE,O. DIOMANDE,2,2003-12-04T00:00:00Z,Defender,Defender,Unknown,1,1,,190.0,94.0,CIV,45B55597-6503-4470-A778AF125AFB698A,https://digitalhub.fifa.com/transform/45b55597-6503-4470-a778-af125afb698a/DIOMANDE-Ousmane_477802,1,,,,
CIV,43854,407343,Ghislain KONAN,G. KONAN,3,1995-12-27T00:00:00Z,Defender,Defender,Unknown,1,1,,176.0,79.0,CIV,8B0C92B7-4756-42A3-8CC8B997693FF4AA,https://digitalhub.fifa.com/transform/8b0c92b7-4756-42a3-8cc8-b997693ff4aa/KONAN-Ghislain_407343,1,,,,
CIV,43854,335807,Jean Michael SERI,SERI,4,1991-07-19T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,168.0,72.0,CIV,115C99FD-DDC4-4F97-BC202CB7DAE80735,https://digitalhub.fifa.com/transform/115c99fd-ddc4-4f97-bc20-2cb7dae80735/SERI-Jean-Michael_335807,1,,,,
CIV,43854,430854,Wilfried SINGO,SINGO,5,2000-12-25T00:00:00Z,Defender,Defender,Unknown,1,1,,182.0,80.0,CIV,3B02F719-A68A-46AE-A249E7B6538A5714,https://digitalhub.fifa.com/transform/3b02f719-a68a-46ae-a249-e7b6538a5714/SINGO-Wilfried_430854,1,,,,
CIV,43854,405175,Seko Fofana,FOFANA,6,1995-05-07T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,185.0,83.0,CIV,08197D78-88B8-458F-9AD9DE192F25313C,https://digitalhub.fifa.com/transform/08197d78-88b8-458f-9ad9-de192f25313c/FOFANA-Seko_405175,1,,,,
CIV,43854,477825,Odilon KOSSOUNOU,KOSSOUNOU,7,2001-01-04T00:00:00Z,Defender,Defender,Unknown,1,1,,191.0,83.0,CIV,C3D01F63-7112-4A0D-A50B0D85927676E9,https://digitalhub.fifa.com/transform/c3d01f63-7112-4a0d-a50b-0d85927676e9/KOSSOUNOU-Odilon_477825,1,,,,
CIV,43854,371609,Franck KESSIE,KESSIE,8,1996-12-19T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,183.0,90.0,CIV,2E649ED1-5E23-4DE2-AAFC79FAC130F5F0,https://digitalhub.fifa.com/transform/2e649ed1-5e23-4de2-aafc-79fac130f5f0/KESSIE-Franck_371609,1,,,,
CIV,43854,464103,Ange-Yoan BONNY,BONNY,9,2003-10-25T00:00:00Z,Forward,Forward,Unknown,3,3,,189.0,83.0,CIV,C2BD7F75-2634-437D-9B8E45D23380A755,https://digitalhub.fifa.com/transform/c2bd7f75-2634-437d-9b8e-45d23380a755/BONNY-Ange-Yoan_464103,1,,,,
CIV,43854,477778,Simon ADINGRA,ADINGRA,10,2002-01-01T00:00:00Z,Forward,Forward,Unknown,3,3,,175.0,68.0,CIV,BA7341AF-8A89-4260-971137BEC1618FF2,https://digitalhub.fifa.com/transform/ba7341af-8a89-4260-9711-37bec1618ff2/ADINGRA-Simon_477778,1,,,,
CIV,43854,510922,Yan DIOMANDE,YAN DIOMANDE,11,2006-11-14T00:00:00Z,Forward,Forward,Unknown,3,3,,180.0,76.0,CIV,4218DAFB-B39B-4640-AC2FE1D9F104AA6A,https://digitalhub.fifa.com/transform/4218dafb-b39b-4640-ac2f-e1d9f104aa6a/DIOMANDE-Yan_510922,1,,,,
CIV,43854,464133,Elye WAHI,WAHI,12,2003-01-02T00:00:00Z,Forward,Forward,Unknown,3,3,,181.0,74.0,CIV,088CEEA5-0BDC-4615-9FC2A99FE888FE44,https://digitalhub.fifa.com/transform/088ceea5-0bdc-4615-9fc2-a99fe888fe44/WAHI-Elye_464133,1,,,,
CIV,43854,486260,Christopher OPERI,OPERI,13,1997-04-29T00:00:00Z,Defender,Defender,Unknown,1,1,,183.0,80.0,CIV,7ED2EC22-290B-40BB-A4A94C3374AA3E91,https://digitalhub.fifa.com/transform/7ed2ec22-290b-40bb-a4a9-4c3374aa3e91/OPERI-Christopher_486260,1,,,,
CIV,43854,477777,Oumar DIAKITE,DIAKITE,14,2003-12-20T00:00:00Z,Forward,Forward,Unknown,3,3,,182.0,77.0,CIV,1C9072F7-1C82-483B-9F41A749332FFF71,https://digitalhub.fifa.com/transform/1c9072f7-1c82-483b-9f41-a749332fff71/DIAKITE-Oumar_477777,1,,,,
CIV,43854,430822,Amad DIALLO,AMAD,15,2002-07-11T00:00:00Z,Forward,Forward,Unknown,3,3,,173.0,72.0,CIV,92354F59-681A-4409-B1EB0E0744A78DA8,https://digitalhub.fifa.com/transform/92354f59-681a-4409-b1eb-0e0744a78da8/DIALLO-Amad_430822,1,,,,
CIV,43854,486259,Mohamed KONE,KONE,16,2002-03-07T00:00:00Z,Goalkeeper,Goalkeeper,Unknown,0,0,,186.0,78.0,CIV,937ED103-C12B-4931-83F1EE615A67858E,https://digitalhub.fifa.com/transform/937ed103-c12b-4931-83f1-ee615a67858e/HASSAN-ALTAMBAKTI_403335,1,,,,
CIV,43854,486317,Guela DOUE,G. DOUE,17,2002-10-17T00:00:00Z,Defender,Defender,Unknown,1,1,,187.0,88.0,CIV,9C597F58-AD63-4248-AC8BB36E71F7B811,https://digitalhub.fifa.com/transform/9c597f58-ad63-4248-ac8b-b36e71f7b811/DOUE-Guela_486317,1,,,,
CIV,43854,430831,Ibrahim SANGARE,SANGARE,18,1997-12-02T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,191.0,77.0,CIV,DAEAEDD3-2C74-4FEF-A9682247F5AC962E,https://digitalhub.fifa.com/transform/daeaedd3-2c74-4fef-a968-2247f5ac962e/SANGARE-Ibrahim_430831,1,,,,
CIV,43854,402261,Nicolas PEPE,PEPE,19,1995-05-29T00:00:00Z,Forward,Forward,Unknown,3,3,,183.0,75.0,CIV,1C7519D2-960C-4D19-83E740A155F1A8EB,https://digitalhub.fifa.com/transform/1c7519d2-960c-4d19-83e7-40a155f1a8eb/PEPE-Nicolas_402261,1,,,,
CIV,43854,486268,Emmanuel AGBADOU,AGBADOU,20,1997-06-17T00:00:00Z,Defender,Defender,Unknown,1,1,,185.0,95.0,CIV,D092F8C9-F80E-40E0-AD73BFA861784408,https://digitalhub.fifa.com/transform/d092f8c9-f80e-40e0-ad73-bfa861784408/AGBADOU-Emmanuel_486268,1,,,,
CIV,43854,419172,Evan NDICKA,NDICKA,21,1999-08-20T00:00:00Z,Defender,Defender,Unknown,1,1,,192.0,85.0,CIV,E308DD93-4706-4ED9-80A21DB8E4A52D6C,https://digitalhub.fifa.com/transform/e308dd93-4706-4ed9-80a2-1db8e4a52d6c/PAUGAIN-Wilguens_419172,1,,,,
CIV,43854,485675,Evann GUESSAND,GUESSAND,22,2001-07-01T00:00:00Z,Forward,Forward,Unknown,3,3,,188.0,82.0,CIV,A5543D71-798F-42A0-AEF9201B86BC75C1,https://digitalhub.fifa.com/transform/a5543d71-798f-42a0-aef9-201b86bc75c1/GUESSAND-Evann_485675,1,,,,
CIV,43854,403090,Alban Lafont,LAFONT,23,1999-01-23T00:00:00Z,Goalkeeper,Goalkeeper,Unknown,0,0,,196.0,85.0,CIV,4387CA2A-2C1E-4BEE-BAAD95E9485A4BA0,https://digitalhub.fifa.com/transform/4387ca2a-2c1e-4bee-baad-95e9485a4ba0/LAFONT-Alban_403090,1,,,,
CIV,43854,506202,Bazoumana TOURE,TOURE,24,2006-03-02T00:00:00Z,Forward,Forward,Unknown,3,3,,178.0,70.0,CIV,FA213CF7-928A-49AB-ACC9B6F5059B188C,https://digitalhub.fifa.com/transform/fa213cf7-928a-49ab-acc9-b6f5059b188c/TOURE-Bazoumana_506202,1,,,,
CIV,43854,430834,Parfait GUIAGON,GUIAGON,25,2001-02-22T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,165.0,70.0,CIV,675938A7-C82B-4D9F-8CF86E7A42146489,https://digitalhub.fifa.com/transform/675938a7-c82b-4d9f-8cf8-6e7a42146489/GUIAGON-Parfait_430834,1,,,,
CIV,43854,514208,Christ Inao OULAI,INAO,26,2006-04-06T00:00:00Z,Midfielder,Midfielder,Unknown,2,2,,173.0,70.0,CIV,A1BAE10B-B280-4234-81C1063FA931CD02,https://digitalhub.fifa.com/transform/a1bae10b-b280-4234-81c1-063fa931cd02/OULAI-Christ-Inao_514208,1,,,,
